brygada,kierunek,trasa,czas
02,Warsztatowa,TO-OWR,04:59:00
1,Warsztatowa,TO-OWR,05:34:00
02,Warsztatowa,TO-OWR,06:01:00
1,Warsztatowa,TO-OWR,06:34:00
02,Warsztatowa,TO-OWR,07:04:00
1,Warsztatowa,TO-OWR,07:34:00
02,Warsztatowa,TO-OWR,08:04:00
1,Warsztatowa,TO-OWR,09:04:00
02,Warsztatowa,TO-OWR,09:39:00
1,Warsztatowa,TO-OWR,10:39:00
1,Warsztatowa,TO-OWR,11:39:00
1,Warsztatowa,TO-OWR,12:39:00
1,Warsztatowa,TO-OWR,14:01:00
02,Warsztatowa,TO-OWR,15:01:00
1,Warsztatowa,TO-OWR,15:36:00
02,Warsztatowa,TO-OWR,16:01:00
1,Warsztatowa,TO-OWR,16:36:00
02,Warsztatowa,TO-OWR,17:01:00
1,Warsztatowa,TO-OWR,17:31:00
02,Warsztatowa,TO-OWR,18:01:00
1,Warsztatowa,TO-OWR,18:31:00
02,Warsztatowa,TO-OWR,19:01:00
1,Warsztatowa,TO-OWR,19:31:00
02,Warsztatowa,TO-OWR,20:01:00
1,Warsztatowa,TO-OWR,20:31:00
02,Warsztatowa,TO-OWR,21:01:00
1,Warsztatowa,TO-OWR,22:01:00
1,Warsztatowa,TO-OWR,23:06:00
