brygada,kierunek,trasa,czas
6,Metro Marymont,TD-2MRM,05:38:00
7,Metro Marymont,TD-2MRM,05:50:00
8,Metro Marymont,TD-2MRM,06:02:00
1,Metro Marymont,TP-MRM,06:14:00
2,Metro Marymont,TP-MRM,06:26:00
3,Metro Marymont,TD-2MRM,06:39:00
4,Metro Marymont,TD-2MRM,06:45:00
5,Metro Marymont,TP-MRM,06:51:00
09,Metro Marymont,TP-MRM,07:03:00
6,Metro Marymont,TP-MRM,07:11:00
7,Metro Marymont,TP-MRM,07:19:00
010,Metro Marymont,TP-MRM,07:27:00
8,Metro Marymont,TP-MRM,07:35:00
1,Metro Marymont,TP-MRM,07:43:00
011,Metro Marymont,TP-MRM,07:51:00
2,Metro Marymont,TP-MRM,07:59:00
3,Metro Marymont,TP-MRM,08:07:00
4,Metro Marymont,TP-MRM,08:15:00
5,Metro Marymont,TP-MRM,08:23:00
09,Metro Marymont,TP-MRM,08:31:00
6,Metro Marymont,TP-MRM,08:39:00
7,Metro Marymont,TP-MRM,08:47:00
010,Metro Marymont,TP-MRM,08:55:00
8,Metro Marymont,TP-MRM,09:03:00
1,Metro Marymont,TP-MRM,09:15:00
011,ZET WOLA,TZ-KAW1,09:21:00
2,Metro Marymont,TP-MRM,09:27:00
3,Metro Marymont,TP-MRM,09:39:00
4,Metro Marymont,TP-MRM,09:51:00
5,Metro Marymont,TP-MRM,10:03:00
6,Metro Marymont,TP-MRM,10:15:00
7,Metro Marymont,TP-MRM,10:27:00
8,Metro Marymont,TP-MRM,10:39:00
1,Metro Marymont,TP-MRM,10:51:00
2,Metro Marymont,TP-MRM,11:03:00
3,Metro Marymont,TP-MRM,11:15:00
4,Metro Marymont,TP-MRM,11:27:00
5,Metro Marymont,TP-MRM,11:39:00
6,Metro Marymont,TP-MRM,11:51:00
7,Metro Marymont,TP-MRM,12:03:00
8,Metro Marymont,TP-MRM,12:15:00
1,Metro Marymont,TP-MRM,12:27:00
2,Metro Marymont,TP-MRM,12:39:00
3,Metro Marymont,TP-MRM,12:51:00
4,Metro Marymont,TP-MRM,13:03:00
5,Metro Marymont,TP-MRM,13:15:00
6,Metro Marymont,TP-MRM,13:27:00
7,Metro Marymont,TP-MRM,13:39:00
8,Metro Marymont,TP-MRM,13:51:00
1,Metro Marymont,TP-MRM,14:03:00
2,Metro Marymont,TP-MRM,14:15:00
3,Metro Marymont,TP-MRM,14:27:00
4,Metro Marymont,TP-MRM,14:39:00
5,Metro Marymont,TP-MRM,14:47:00
6,Metro Marymont,TP-MRM,14:55:00
010,Metro Marymont,TP-MRM,15:03:00
7,Metro Marymont,TP-MRM,15:11:00
011,Metro Marymont,TP-MRM,15:19:00
8,Metro Marymont,TP-MRM,15:27:00
1,Metro Marymont,TP-MRM,15:35:00
2,Metro Marymont,TP-MRM,15:43:00
09,Metro Marymont,TP-MRM,15:51:00
3,Metro Marymont,TP-MRM,15:59:00
4,Metro Marymont,TP-MRM,16:07:00
5,Metro Marymont,TP-MRM,16:15:00
6,Metro Marymont,TP-MRM,16:23:00
010,Metro Marymont,TP-MRM,16:31:00
7,Metro Marymont,TP-MRM,16:39:00
011,Metro Marymont,TP-MRM,16:47:00
8,Metro Marymont,TP-MRM,16:55:00
1,Metro Marymont,TP-MRM,17:03:00
2,Metro Marymont,TP-MRM,17:11:00
09,Metro Marymont,TP-MRM,17:19:00
3,Metro Marymont,TP-MRM,17:27:00
4,Metro Marymont,TP-MRM,17:35:00
5,Metro Marymont,TP-MRM,17:43:00
6,Metro Marymont,TP-MRM,17:51:00
010,Metro Marymont,TP-MRM,17:59:00
7,Metro Marymont,TP-MRM,18:07:00
011,Metro Marymont,TP-MRM,18:15:00
1,Metro Marymont,TP-MRM,18:27:00
2,Metro Marymont,TP-MRM,18:39:00
09,Metro Marymont,TP-MRM,18:51:00
3,Metro Marymont,TP-MRM,19:03:00
4,Metro Marymont,TP-MRM,19:15:00
6,Metro Marymont,TP-MRM,19:27:00
7,Metro Marymont,TP-MRM,19:39:00
011,Metro Marymont,TP-MRM,19:51:00
1,Metro Marymont,TP-MRM,20:02:00
2,Metro Marymont,TP-MRM,20:14:00
09,Metro Marymont,TP-MRM,20:26:00
