brygada,kierunek,trasa,czas
136,Ursus-Niedźwiadek,TO-URN,24:48:00
237,Ursus-Niedźwiadek,TO-URN,25:48:00
138,Ursus-Niedźwiadek,TO-URN,26:48:00
101,Ursus-Niedźwiadek,TO-URN,27:48:00
138,Ursus-Niedźwiadek,TX-URN4,28:18:00
136,Ursus-Niedźwiadek,TX-URN4,28:48:00
101,Ursus-Niedźwiadek,TX-URN4,29:18:00
