brygada,kierunek,trasa,czas
1,Cm.Wolski,TP-CMW,05:21:00
2,Cm.Wolski,TP-CMW,05:46:00
1,Cm.Wolski,TP-CMW,06:07:00
2,Cm.Wolski,TP-CMW,06:28:00
3,Cm.Wolski,TP-CMW,06:44:00
1,Cm.Wolski,TP-CMW,06:59:00
2,Cm.Wolski,TP-CMW,07:15:00
3,Cm.Wolski,TP-CMW,07:33:00
1,Cm.Wolski,TP-CMW,07:49:00
2,Cm.Wolski,TP-CMW,08:04:00
3,Cm.Wolski,TP-CMW,08:19:00
1,Cm.Wolski,TP-CMW,08:34:00
2,Cm.Wolski,TP-CMW,08:49:00
3,Cm.Wolski,TP-CMW,09:04:00
1,Cm.Wolski,TP-CMW,09:22:00
2,Cm.Wolski,TP-CMW,09:39:00
3,Cm.Wolski,TP-CMW,09:59:00
1,Cm.Wolski,TP-CMW,10:18:00
2,Cm.Wolski,TP-CMW,10:38:00
3,Cm.Wolski,TP-CMW,10:58:00
1,Cm.Wolski,TP-CMW,11:18:00
2,Cm.Wolski,TP-CMW,11:38:00
3,Cm.Wolski,TP-CMW,11:58:00
1,Cm.Wolski,TP-CMW,12:18:00
2,Cm.Wolski,TP-CMW,12:38:00
3,Cm.Wolski,TP-CMW,12:58:00
1,Cm.Wolski,TP-CMW,13:18:00
2,Cm.Wolski,TP-CMW,13:38:00
3,Cm.Wolski,TP-CMW,13:58:00
1,Cm.Wolski,TP-CMW,14:19:00
2,Cm.Wolski,TP-CMW,14:39:00
3,Cm.Wolski,TP-CMW,14:59:00
1,Cm.Wolski,TP-CMW,15:16:00
2,Cm.Wolski,TP-CMW,15:32:00
3,Cm.Wolski,TP-CMW,15:47:00
1,Cm.Wolski,TP-CMW,16:02:00
2,Cm.Wolski,TP-CMW,16:19:00
3,Cm.Wolski,TP-CMW,16:34:00
1,Cm.Wolski,TP-CMW,16:49:00
2,Cm.Wolski,TP-CMW,17:04:00
3,Cm.Wolski,TP-CMW,17:19:00
1,Cm.Wolski,TP-CMW,17:34:00
2,Cm.Wolski,TP-CMW,17:49:00
3,Cm.Wolski,TP-CMW,18:04:00
1,Cm.Wolski,TP-CMW,18:18:00
2,Cm.Wolski,TP-CMW,18:33:00
3,Cm.Wolski,TP-CMW,18:48:00
1,Cm.Wolski,TP-CMW,19:03:00
2,Cm.Wolski,TP-CMW,19:16:00
3,Cm.Wolski,TP-CMW,19:30:00
1,Cm.Wolski,TP-CMW,19:45:00
2,Cm.Wolski,TP-CMW,20:00:00
3,Cm.Wolski,TP-CMW,20:19:00
1,Cm.Wolski,TP-CMW,20:39:00
2,Cm.Wolski,TP-CMW,20:59:00
3,Cm.Wolski,TP-CMW,21:18:00
2,Cm.Wolski,TP-CMW,21:38:00
3,Cm.Wolski,TP-CMW,21:58:00
2,Cm.Wolski,TP-CMW,22:21:00
3,Cm.Wolski,TP-CMW,22:51:00
3,Cm.Wolski,TP-CMW,23:20:00
