brygada,kierunek,trasa,czas
1,Dw.Centralny,TP-DWC,23:48:00
2,Dw.Centralny,TP-DWC,24:18:00
1,Dw.Centralny,TP-DWC,24:48:00
2,Dw.Centralny,TP-DWC,25:18:00
1,Dw.Centralny,TP-DWC,25:48:00
2,Dw.Centralny,TP-DWC,26:18:00
1,Dw.Centralny,TP-DWC,26:48:00
2,Dw.Centralny,TP-DWC,27:18:00
1,Dw.Centralny,TP-DWC,27:48:00
2,Dw.Centralny,TP-DWC,28:18:00
1,Dw.Centralny,TP-DWC,28:48:00
