brygada,kierunek,trasa,czas
265,Dw.Centralny,TO-DWC,24:52:00
267,Dw.Centralny,TO-DWC,25:52:00
269,Dw.Centralny,TO-DWC,26:52:00
264,Dw.Centralny,TO-DWC,27:52:00
166,Dw.Centralny,TX-DWC02,28:52:00
