brygada,kierunek,trasa,czas
10,Stara Miłosna (Graniczna),TP-SMG,04:30:00
1,Stara Miłosna (Graniczna),TP-SMG,04:45:00
2,Stara Miłosna (Graniczna),TP-SMG,05:00:00
3,Stara Miłosna (Graniczna),TP-SMG,05:15:00
4,Stara Miłosna (Graniczna),TP-SMG,05:30:00
6,Stara Miłosna (Graniczna),TP-SMG,05:45:00
012,Stara Miłosna (Graniczna),TP-SMG,05:58:00
7,Stara Miłosna (Graniczna),TP-SMG,06:12:00
8,Stara Miłosna (Graniczna),TP-SMG,06:24:00
9,Stara Miłosna (Graniczna),TP-SMG,06:37:00
10,Stara Miłosna (Graniczna),TP-SMG,06:49:00
011,Stara Miłosna (Graniczna),TP-SMG,07:01:00
1,Stara Miłosna (Graniczna),TP-SMG,07:13:00
2,Stara Miłosna (Graniczna),TP-SMG,07:25:00
3,Stara Miłosna (Graniczna),TP-SMG,07:37:00
4,Stara Miłosna (Graniczna),TP-SMG,07:49:00
5,Stara Miłosna (Graniczna),TP-SMG,08:01:00
6,Stara Miłosna (Graniczna),TP-SMG,08:13:00
012,Stara Miłosna (Graniczna),TP-SMG,08:25:00
7,Stara Miłosna (Graniczna),TP-SMG,08:37:00
8,Stara Miłosna (Graniczna),TP-SMG,08:49:00
9,Stara Miłosna (Graniczna),TP-SMG,09:03:00
10,Stara Miłosna (Graniczna),TP-SMG,09:16:00
1,Stara Miłosna (Graniczna),TP-SMG,09:31:00
2,Stara Miłosna (Graniczna),TP-SMG,09:46:00
3,Stara Miłosna (Graniczna),TP-SMG,10:01:00
4,Stara Miłosna (Graniczna),TP-SMG,10:16:00
5,Stara Miłosna (Graniczna),TP-SMG,10:31:00
6,Stara Miłosna (Graniczna),TP-SMG,10:46:00
7,Stara Miłosna (Graniczna),TP-SMG,11:01:00
8,Stara Miłosna (Graniczna),TP-SMG,11:16:00
9,Stara Miłosna (Graniczna),TP-SMG,11:31:00
10,Stara Miłosna (Graniczna),TP-SMG,11:46:00
1,Stara Miłosna (Graniczna),TP-SMG,12:01:00
2,Stara Miłosna (Graniczna),TP-SMG,12:16:00
3,Stara Miłosna (Graniczna),TP-SMG,12:31:00
4,Stara Miłosna (Graniczna),TP-SMG,12:46:00
5,Stara Miłosna (Graniczna),TP-SMG,13:01:00
6,Stara Miłosna (Graniczna),TP-SMG,13:16:00
7,Stara Miłosna (Graniczna),TP-SMG,13:31:00
8,Stara Miłosna (Graniczna),TP-SMG,13:46:00
9,Stara Miłosna (Graniczna),TP-SMG,14:01:00
10,Stara Miłosna (Graniczna),TP-SMG,14:16:00
1,Stara Miłosna (Graniczna),TP-SMG,14:31:00
2,Stara Miłosna (Graniczna),TP-SMG,14:46:00
3,Stara Miłosna (Graniczna),TP-SMG,15:01:00
4,Stara Miłosna (Graniczna),TP-SMG,15:13:00
5,Stara Miłosna (Graniczna),TP-SMG,15:25:00
011,Stara Miłosna (Graniczna),TP-SMG,15:37:00
6,Stara Miłosna (Graniczna),TP-SMG,15:49:00
7,Stara Miłosna (Graniczna),TP-SMG,16:01:00
8,Stara Miłosna (Graniczna),TP-SMG,16:13:00
012,Stara Miłosna (Graniczna),TP-SMG,16:25:00
9,Stara Miłosna (Graniczna),TP-SMG,16:37:00
10,Stara Miłosna (Graniczna),TP-SMG,16:49:00
1,Stara Miłosna (Graniczna),TP-SMG,17:01:00
2,Stara Miłosna (Graniczna),TP-SMG,17:13:00
3,Stara Miłosna (Graniczna),TP-SMG,17:25:00
4,Stara Miłosna (Graniczna),TP-SMG,17:37:00
5,Stara Miłosna (Graniczna),TP-SMG,17:49:00
011,Stara Miłosna (Graniczna),TP-SMG,18:01:00
6,Stara Miłosna (Graniczna),TP-SMG,18:13:00
7,Stara Miłosna (Graniczna),TP-SMG,18:25:00
8,Stara Miłosna (Graniczna),TP-SMG,18:37:00
012,Stara Miłosna (Graniczna),TP-SMG,18:49:00
9,Stara Miłosna (Graniczna),TP-SMG,19:01:00
10,Stara Miłosna (Graniczna),TP-SMG,19:15:00
1,Stara Miłosna (Graniczna),TP-SMG,19:27:00
2,Stara Miłosna (Graniczna),TP-SMG,19:41:00
3,Stara Miłosna (Graniczna),TP-SMG,19:56:00
4,Stara Miłosna (Graniczna),TP-SMG,20:11:00
5,Stara Miłosna (Graniczna),TP-SMG,20:26:00
011,Stara Miłosna (Graniczna),TP-SMG,20:41:00
6,Stara Miłosna (Graniczna),TP-SMG,20:56:00
7,Stara Miłosna (Graniczna),TP-SMG,21:10:00
8,Stara Miłosna (Graniczna),TP-SMG,21:25:00
9,Stara Miłosna (Graniczna),TP-SMG,21:40:00
10,Stara Miłosna (Graniczna),TP-SMG,21:55:00
3,Stara Miłosna (Graniczna),TP-SMG,22:18:00
4,Stara Miłosna (Graniczna),TP-SMG,22:38:00
5,Stara Miłosna (Graniczna),TP-SMG,23:08:00
7,Płowiecka,TX-PLOL,23:38:00
