brygada,kierunek,trasa,czas
1,Dzielna,TO-SDZ,04:27:00
02,Dzielna,TO-SDZ,04:52:00
1,Dzielna,TO-SDZ,05:27:00
02,Dzielna,TO-SDZ,05:57:00
1,Dzielna,TO-SDZ,06:27:00
02,Dzielna,TO-SDZ,06:57:00
1,Dzielna,TO-SDZ,07:27:00
02,Dzielna,TO-SDZ,07:57:00
1,Dzielna,TO-SDZ,08:27:00
02,Dzielna,TO-SDZ,08:57:00
1,Dzielna,TO-SDZ,09:57:00
1,Dzielna,TO-SDZ,10:57:00
1,Dzielna,TO-SDZ,11:57:00
1,Dzielna,TO-SDZ,13:07:00
1,Dzielna,TO-SDZ,14:07:00
02,Dzielna,TO-SDZ,15:07:00
1,Dzielna,TO-SDZ,15:37:00
02,Dzielna,TO-SDZ,16:07:00
1,Dzielna,TO-SDZ,16:37:00
02,Dzielna,TO-SDZ,17:07:00
1,Dzielna,TO-SDZ,17:37:00
02,Dzielna,TO-SDZ,18:07:00
1,Dzielna,TO-SDZ,18:37:00
02,Dzielna,TO-SDZ,19:07:00
1,Dzielna,TO-SDZ,19:37:00
02,Dzielna,TO-SDZ,20:37:00
1,Dzielna,TO-SDZ,21:37:00
1,Dzielna,TO-SDZ,22:37:00
1,Dzielna,TO-SDZ,23:47:00
