brygada,kierunek,trasa,czas
3,Chomiczówka,TP-CHO,04:55:00
5,Chomiczówka,TP-CHO,05:10:00
6,Chomiczówka,TP-CHO,05:25:00
8,Chomiczówka,TP-CHO,05:40:00
10,Chomiczówka,TP-CHO,05:55:00
12,Chomiczówka,TP-CHO,06:10:00
13,Chomiczówka,TP-CHO,06:20:00
14,Chomiczówka,TP-CHO,06:30:00
15,Chomiczówka,TP-CHO,06:40:00
16,Chomiczówka,TP-CHO,06:50:00
17,Chomiczówka,TP-CHO,07:00:00
2,Chomiczówka,TP-CHO,07:10:00
3,Chomiczówka,TP-CHO,07:20:00
4,Chomiczówka,TP-CHO,07:30:00
5,Chomiczówka,TP-CHO,07:40:00
6,Chomiczówka,TP-CHO,07:50:00
7,Chomiczówka,TP-CHO,08:00:00
8,Chomiczówka,TP-CHO,08:10:00
9,Chomiczówka,TP-CHO,08:20:00
10,Chomiczówka,TP-CHO,08:30:00
11,Chomiczówka,TP-CHO,08:40:00
12,Chomiczówka,TP-CHO,08:50:00
13,Chomiczówka,TP-CHO,09:00:00
14,Chomiczówka,TP-CHO,09:10:00
15,Chomiczówka,TP-CHO,09:20:00
737,Chomiczówka,TP-CHO,09:30:00
16,Chomiczówka,TP-CHO,09:40:00
17,Chomiczówka,TP-CHO,09:50:00
431,Chomiczówka,TP-CHO,10:00:00
2,Chomiczówka,TP-CHO,10:10:00
3,Chomiczówka,TP-CHO,10:20:00
4,Chomiczówka,TP-CHO,10:30:00
5,Chomiczówka,TP-CHO,10:40:00
6,Chomiczówka,TP-CHO,10:50:00
7,Chomiczówka,TP-CHO,11:00:00
8,Chomiczówka,TP-CHO,11:10:00
9,Chomiczówka,TP-CHO,11:20:00
10,Chomiczówka,TP-CHO,11:30:00
11,Chomiczówka,TP-CHO,11:40:00
12,Chomiczówka,TP-CHO,11:50:00
13,Chomiczówka,TP-CHO,12:00:00
14,Chomiczówka,TP-CHO,12:10:00
15,Chomiczówka,TP-CHO,12:20:00
16,Chomiczówka,TP-CHO,12:30:00
17,Chomiczówka,TP-CHO,12:40:00
431,Chomiczówka,TP-CHO,12:50:00
2,Chomiczówka,TP-CHO,13:00:00
3,Chomiczówka,TP-CHO,13:10:00
4,Chomiczówka,TP-CHO,13:20:00
5,Chomiczówka,TP-CHO,13:30:00
6,Chomiczówka,TP-CHO,13:40:00
7,Chomiczówka,TP-CHO,13:50:00
8,Chomiczówka,TP-CHO,14:00:00
9,Chomiczówka,TP-CHO,14:10:00
10,Chomiczówka,TP-CHO,14:20:00
11,Chomiczówka,TP-CHO,14:30:00
12,Chomiczówka,TP-CHO,14:40:00
13,Chomiczówka,TP-CHO,14:50:00
14,Chomiczówka,TP-CHO,15:00:00
15,Chomiczówka,TP-CHO,15:10:00
16,Chomiczówka,TP-CHO,15:20:00
17,Chomiczówka,TP-CHO,15:30:00
431,Chomiczówka,TP-CHO,15:40:00
2,Chomiczówka,TP-CHO,15:50:00
3,Chomiczówka,TP-CHO,16:00:00
4,Chomiczówka,TP-CHO,16:10:00
5,Chomiczówka,TP-CHO,16:20:00
6,Chomiczówka,TP-CHO,16:30:00
7,Chomiczówka,TP-CHO,16:40:00
8,Chomiczówka,TP-CHO,16:50:00
9,Chomiczówka,TP-CHO,17:00:00
10,Chomiczówka,TP-CHO,17:10:00
11,Chomiczówka,TP-CHO,17:20:00
12,Chomiczówka,TP-CHO,17:30:00
13,Chomiczówka,TP-CHO,17:40:00
14,Chomiczówka,TP-CHO,17:50:00
15,Chomiczówka,TP-CHO,18:00:00
16,Chomiczówka,TP-CHO,18:10:00
17,Chomiczówka,TP-CHO,18:20:00
431,Chomiczówka,TP-CHO,18:30:00
2,Chomiczówka,TP-CHO,18:40:00
433,Chomiczówka,TP-CHO,18:50:00
3,Chomiczówka,TP-CHO,19:00:00
4,Chomiczówka,TP-CHO,19:10:00
5,Chomiczówka,TP-CHO,19:20:00
6,Chomiczówka,TP-CHO,19:30:00
7,Chomiczówka,TP-CHO,19:40:00
8,Chomiczówka,TP-CHO,19:50:00
9,Chomiczówka,TP-CHO,20:00:00
10,Chomiczówka,TP-CHO,20:10:00
11,Chomiczówka,TP-CHO,20:20:00
12,Chomiczówka,TP-CHO,20:30:00
13,Chomiczówka,TP-CHO,20:40:00
14,Chomiczówka,TP-CHO,20:50:00
15,Chomiczówka,TP-CHO,21:00:00
16,Chomiczówka,TP-CHO,21:10:00
17,Chomiczówka,TP-CHO,21:20:00
431,Chomiczówka,TP-CHO,21:30:00
433,Chomiczówka,TP-CHO,21:40:00
4,Chomiczówka,TP-CHO,21:55:00
6,Chomiczówka,TP-CHO,22:10:00
7,Chomiczówka,TP-CHO,22:25:00
10,Chomiczówka,TP-CHO,22:40:00
11,Chomiczówka,TP-CHO,22:55:00
14,Chomiczówka,TP-CHO,23:25:00
