brygada,kierunek,trasa,czas
9,os.Kabaty,TP-MKA,05:14:00
1,os.Kabaty,TP-MKA,05:44:00
3,os.Kabaty,TP-MKA,06:04:00
5,os.Kabaty,TP-MKA,06:24:00
7,os.Kabaty,TP-MKA,06:44:00
8,os.Kabaty,TP-MKA,06:56:00
011,os.Kabaty,TP-MKA,07:06:00
9,os.Kabaty,TP-MKA,07:16:00
012,os.Kabaty,TP-MKA,07:26:00
1,os.Kabaty,TP-MKA,07:36:00
2,os.Kabaty,TP-MKA,07:46:00
010,os.Kabaty,TP-MKA,07:56:00
3,os.Kabaty,TP-MKA,08:06:00
4,os.Kabaty,TP-MKA,08:16:00
5,os.Kabaty,TP-MKA,08:26:00
6,os.Kabaty,TP-MKA,08:36:00
7,os.Kabaty,TP-MKA,08:51:00
8,os.Kabaty,TP-MKA,09:06:00
9,os.Kabaty,TP-MKA,09:21:00
1,os.Kabaty,TP-MKA,09:36:00
2,os.Kabaty,TP-MKA,09:51:00
3,os.Kabaty,TP-MKA,10:06:00
4,os.Kabaty,TP-MKA,10:21:00
5,os.Kabaty,TP-MKA,10:36:00
6,os.Kabaty,TP-MKA,10:51:00
7,os.Kabaty,TP-MKA,11:06:00
8,os.Kabaty,TP-MKA,11:21:00
9,os.Kabaty,TP-MKA,11:36:00
1,os.Kabaty,TP-MKA,11:51:00
2,os.Kabaty,TP-MKA,12:06:00
3,os.Kabaty,TP-MKA,12:21:00
4,os.Kabaty,TP-MKA,12:36:00
5,os.Kabaty,TP-MKA,12:51:00
6,os.Kabaty,TP-MKA,13:06:00
7,os.Kabaty,TP-MKA,13:21:00
8,os.Kabaty,TP-MKA,13:36:00
9,os.Kabaty,TP-MKA,13:51:00
1,os.Kabaty,TP-MKA,14:06:00
2,os.Kabaty,TP-MKA,14:21:00
010,os.Kabaty,TP-MKA,14:31:00
3,os.Kabaty,TP-MKA,14:41:00
4,os.Kabaty,TP-MKA,14:51:00
5,os.Kabaty,TP-MKA,15:01:00
011,os.Kabaty,TP-MKA,15:11:00
6,os.Kabaty,TP-MKA,15:21:00
012,os.Kabaty,TP-MKA,15:31:00
7,os.Kabaty,TP-MKA,15:41:00
8,os.Kabaty,TP-MKA,15:51:00
9,os.Kabaty,TP-MKA,16:01:00
013,os.Kabaty,TP-MKA,16:11:00
1,os.Kabaty,TP-MKA,16:21:00
2,os.Kabaty,TP-MKA,16:31:00
010,os.Kabaty,TP-MKA,16:41:00
3,os.Kabaty,TP-MKA,16:51:00
4,os.Kabaty,TP-MKA,17:01:00
5,os.Kabaty,TP-MKA,17:11:00
011,os.Kabaty,TP-MKA,17:21:00
6,os.Kabaty,TP-MKA,17:31:00
012,os.Kabaty,TP-MKA,17:41:00
7,os.Kabaty,TP-MKA,17:51:00
8,os.Kabaty,TP-MKA,18:01:00
9,os.Kabaty,TP-MKA,18:11:00
013,os.Kabaty,TP-MKA,18:21:00
1,os.Kabaty,TP-MKA,18:36:00
2,os.Kabaty,TP-MKA,18:51:00
3,os.Kabaty,TP-MKA,19:06:00
4,os.Kabaty,TP-MKA,19:21:00
5,os.Kabaty,TP-MKA,19:36:00
6,os.Kabaty,TP-MKA,19:51:00
7,os.Kabaty,TP-MKA,20:06:00
8,os.Kabaty,TP-MKA,20:21:00
1,os.Kabaty,TP-MKA,20:38:00
2,os.Kabaty,TP-MKA,20:58:00
220,os.Kabaty,TP-MKA,21:18:00
4,os.Kabaty,TP-MKA,21:38:00
6,os.Kabaty,TP-MKA,21:58:00
8,os.Kabaty,TP-MKA,22:18:00
267,os.Kabaty,TX-MKA4,22:44:00
