brygada,kierunek,trasa,czas
2,EC Siekierki,TO-SIE,05:25:00
4,EC Siekierki,TO-SIE,05:50:00
6,EC Siekierki,TO-SIE,06:05:00
7,EC Siekierki,TO-SIE,06:20:00
8,EC Siekierki,TO-SIE,06:35:00
9,EC Siekierki,TO-SIE,06:50:00
1,EC Siekierki,TO-SIE,07:05:00
2,EC Siekierki,TO-SIE,07:21:00
3,EC Siekierki,TO-SIE,07:37:00
4,EC Siekierki,TO-SIE,07:52:00
5,EC Siekierki,TO-SIE,08:07:00
6,EC Siekierki,TO-SIE,08:22:00
7,EC Siekierki,TO-SIE,08:37:00
8,EC Siekierki,TO-SIE,08:52:00
9,EC Siekierki,TO-SIE,09:06:00
1,EC Siekierki,TO-SIE,09:20:00
2,EC Siekierki,TO-SIE,09:35:00
3,EC Siekierki,TO-SIE,09:50:00
4,EC Siekierki,TO-SIE,10:05:00
5,EC Siekierki,TO-SIE,10:20:00
6,EC Siekierki,TO-SIE,10:35:00
7,EC Siekierki,TO-SIE,10:50:00
8,EC Siekierki,TO-SIE,11:05:00
9,EC Siekierki,TO-SIE,11:20:00
1,EC Siekierki,TO-SIE,11:35:00
2,EC Siekierki,TO-SIE,11:50:00
3,EC Siekierki,TO-SIE,12:05:00
4,EC Siekierki,TO-SIE,12:20:00
5,EC Siekierki,TO-SIE,12:35:00
6,EC Siekierki,TO-SIE,12:50:00
7,EC Siekierki,TO-SIE,13:05:00
8,EC Siekierki,TO-SIE,13:20:00
9,EC Siekierki,TO-SIE,13:35:00
1,EC Siekierki,TO-SIE,13:50:00
2,EC Siekierki,TO-SIE,14:05:00
3,EC Siekierki,TO-SIE,14:20:00
4,EC Siekierki,TO-SIE,14:35:00
5,EC Siekierki,TO-SIE,14:50:00
6,EC Siekierki,TO-SIE,15:05:00
7,EC Siekierki,TO-SIE,15:21:00
8,EC Siekierki,TO-SIE,15:37:00
9,EC Siekierki,TO-SIE,15:52:00
1,EC Siekierki,TO-SIE,16:07:00
2,EC Siekierki,TO-SIE,16:22:00
3,EC Siekierki,TO-SIE,16:37:00
4,EC Siekierki,TO-SIE,16:52:00
5,EC Siekierki,TO-SIE,17:07:00
6,EC Siekierki,TO-SIE,17:22:00
7,EC Siekierki,TO-SIE,17:37:00
8,EC Siekierki,TO-SIE,17:52:00
9,EC Siekierki,TO-SIE,18:07:00
1,EC Siekierki,TO-SIE,18:22:00
2,EC Siekierki,TO-SIE,18:37:00
3,EC Siekierki,TO-SIE,18:52:00
4,EC Siekierki,TO-SIE,19:06:00
5,EC Siekierki,TO-SIE,19:20:00
6,EC Siekierki,TO-SIE,19:35:00
7,EC Siekierki,TO-SIE,19:50:00
8,EC Siekierki,TO-SIE,20:05:00
9,EC Siekierki,TO-SIE,20:20:00
1,EC Siekierki,TO-SIE,20:35:00
2,EC Siekierki,TO-SIE,20:50:00
3,EC Siekierki,TO-SIE,21:05:00
5,EC Siekierki,TO-SIE,21:20:00
6,EC Siekierki,TO-SIE,21:35:00
7,EC Siekierki,TO-SIE,21:50:00
8,EC Siekierki,TO-SIE,22:05:00
1,EC Siekierki,TO-SIE,22:25:00
3,Beethovena,TX-BEE,22:55:00
7,Beethovena,TX-BEE,23:25:00
