brygada,kierunek,trasa,czas
1,Metro Bródno,TO-MBO,05:35:00
2,Metro Bródno,TO-MBO,05:55:00
3,Metro Bródno,TO-MBO,06:15:00
4,Metro Bródno,TO-MBO,06:33:00
06,Metro Bródno,TO-MBO,06:53:00
5,Metro Bródno,TO-MBO,07:13:00
07,Metro Bródno,TO-MBO,07:33:00
1,Metro Bródno,TO-MBO,07:53:00
2,Metro Bródno,TO-MBO,08:23:00
3,Metro Bródno,TO-MBO,08:53:00
4,Metro Bródno,TO-MBO,09:23:00
5,Metro Bródno,TO-MBO,09:53:00
1,Metro Bródno,TO-MBO,10:23:00
2,Metro Bródno,TO-MBO,10:53:00
3,Metro Bródno,TO-MBO,11:23:00
4,Metro Bródno,TO-MBO,11:53:00
5,Metro Bródno,TO-MBO,12:23:00
1,Metro Bródno,TO-MBO,12:53:00
2,Metro Bródno,TO-MBO,13:23:00
3,Metro Bródno,TO-MBO,13:53:00
4,Metro Bródno,TO-MBO,14:18:00
06,Metro Bródno,TO-MBO,14:38:00
5,Metro Bródno,TO-MBO,14:58:00
07,Metro Bródno,TO-MBO,15:18:00
1,Metro Bródno,TO-MBO,15:38:00
2,Metro Bródno,TO-MBO,15:58:00
3,Metro Bródno,TO-MBO,16:18:00
4,Metro Bródno,TO-MBO,16:38:00
06,Metro Bródno,TO-MBO,16:58:00
5,Metro Bródno,TO-MBO,17:18:00
07,Metro Bródno,TO-MBO,17:38:00
1,Metro Bródno,TO-MBO,17:58:00
2,Metro Bródno,TO-MBO,18:23:00
3,Metro Bródno,TO-MBO,18:53:00
4,Metro Bródno,TO-MBO,19:23:00
5,Metro Bródno,TO-MBO,19:53:00
1,Metro Bródno,TO-MBO,20:23:00
