brygada,kierunek,trasa,czas
018,Winnica,TD-3WIN,04:14:00
019,Winnica,TD-3WIN,04:34:00
13,Winnica,TD-3WIN,04:52:00
020,Winnica,TD-3WIN,05:01:00
1,Winnica,TP-WIN,05:11:00
035,Metro Marymont,TD-3MRM,05:17:00
032,Tarchomin Kościelny,TD-3TAK,05:21:00
3,Winnica,TP-WIN,05:31:00
4,Winnica,TD-3WIN,05:37:00
27,Metro Marymont,TX-12MRM,05:41:00
29,Tarchomin Kościelny,TD-3TAK,05:46:00
016,Winnica,TP-WIN,05:51:00
033,Metro Marymont,TX-12MRM,05:59:00
5,Winnica,TD-3WIN,06:02:00
6,Winnica,TP-WIN,06:06:00
21,Tarchomin Kościelny,TX-12TAK,06:12:00
7,Winnica,TP-WIN,06:18:00
034,Metro Marymont,TX-12MRM,06:24:00
017,Winnica,TP-WIN,06:30:00
23,Tarchomin Kościelny,TX-12TAK,06:37:00
9,Winnica,TP-WIN,06:44:00
036,Metro Marymont,TD-3MRM,06:46:00
037,Metro Marymont,TX-12MRM,06:50:00
018,Winnica,TP-WIN,06:56:00
031,Tarchomin Kościelny,TX-12TAK,07:01:00
11,Winnica,TP-WIN,07:06:00
035,Metro Marymont,TX-12MRM,07:10:00
019,Winnica,TP-WIN,07:14:00
26,Tarchomin Kościelny,TX-12TAK,07:18:00
12,Winnica,TP-WIN,07:22:00
24,Metro Marymont,TX-12MRM,07:26:00
13,Winnica,TP-WIN,07:30:00
27,Tarchomin Kościelny,TX-12TAK,07:34:00
020,Winnica,TP-WIN,07:38:00
25,Metro Marymont,TX-12MRM,07:42:00
14,Winnica,TP-WIN,07:46:00
032,Tarchomin Kościelny,TX-12TAK,07:50:00
1,Winnica,TP-WIN,07:54:00
033,Metro Marymont,TX-12MRM,07:58:00
2,Winnica,TP-WIN,08:02:00
30,Tarchomin Kościelny,TX-12TAK,08:06:00
015,Winnica,TP-WIN,08:10:00
28,Metro Marymont,TX-12MRM,08:14:00
3,Winnica,TP-WIN,08:18:00
034,ZET ŻOLIBORZ,TZ-12SL4,08:22:00
4,Winnica,TP-WIN,08:26:00
29,Metro Marymont,TX-12MRM,08:30:00
016,Winnica,TP-WIN,08:34:00
036,Tarchomin Kościelny,TX-12TAK,08:38:00
5,Winnica,TP-WIN,08:42:00
