brygada,kierunek,trasa,czas
185,Dw.Centralny,TD-0DWC,24:25:00
184,Dw.Centralny,TP-DWC,25:23:00
185,Dw.Centralny,TP-DWC,26:23:00
184,Dw.Centralny,TP-DWC,27:23:00
185,Dw.Centralny,TP-DWC,28:23:00
