brygada,kierunek,trasa,czas
06,Wiśniowa Góra,TO-WIG,04:47:00
07,Wiśniowa Góra,TO-WIG,05:17:00
1,Wiśniowa Góra,TO-WIG,05:44:00
3,Wiśniowa Góra,TO-WIG,06:14:00
4,Wiśniowa Góra,TO-WIG,06:37:00
06,Wiśniowa Góra,TO-WIG,06:57:00
5,Wiśniowa Góra,TO-WIG,07:18:00
07,Wiśniowa Góra,TO-WIG,07:37:00
1,Wiśniowa Góra,TO-WIG,07:57:00
2,Wiśniowa Góra,TO-WIG,08:17:00
3,Wiśniowa Góra,TO-WIG,08:47:00
4,Wiśniowa Góra,TO-WIG,09:18:00
5,Wiśniowa Góra,TO-WIG,09:48:00
1,Wiśniowa Góra,TO-WIG,10:18:00
2,Wiśniowa Góra,TO-WIG,10:48:00
3,Wiśniowa Góra,TO-WIG,11:18:00
4,Wiśniowa Góra,TO-WIG,11:48:00
5,Wiśniowa Góra,TO-WIG,12:18:00
1,Wiśniowa Góra,TO-WIG,12:48:00
2,Wiśniowa Góra,TO-WIG,13:18:00
3,Wiśniowa Góra,TO-WIG,13:48:00
4,Wiśniowa Góra,TO-WIG,14:18:00
07,Wiśniowa Góra,TO-WIG,14:38:00
5,Wiśniowa Góra,TO-WIG,14:57:00
1,Wiśniowa Góra,TO-WIG,15:17:00
2,Wiśniowa Góra,TO-WIG,15:37:00
06,Wiśniowa Góra,TO-WIG,15:57:00
3,Wiśniowa Góra,TO-WIG,16:17:00
4,Wiśniowa Góra,TO-WIG,16:37:00
07,Wiśniowa Góra,TO-WIG,16:57:00
5,Wiśniowa Góra,TO-WIG,17:17:00
1,Wiśniowa Góra,TO-WIG,17:37:00
2,Wiśniowa Góra,TO-WIG,17:57:00
06,Wiśniowa Góra,TO-WIG,18:21:00
3,Wiśniowa Góra,TO-WIG,18:47:00
4,Wiśniowa Góra,TO-WIG,19:17:00
5,Wiśniowa Góra,TO-WIG,19:47:00
1,Wiśniowa Góra,TO-WIG,20:17:00
2,Wiśniowa Góra,TO-WIG,20:47:00
3,Wiśniowa Góra,TO-WIG,21:18:00
4,Wiśniowa Góra,TO-WIG,21:48:00
5,Wiśniowa Góra,TO-WIG,22:17:00
1,Wiśniowa Góra,TO-WIG,22:47:00
2,Wiśniowa Góra,TO-WIG,23:17:00
