brygada,kierunek,trasa,czas
03,Fort Wawrzyszew,TP-FWA,05:05:00
1,Fort Wawrzyszew,TP-FWA,05:32:00
03,Fort Wawrzyszew,TP-FWA,05:47:00
1,Fort Wawrzyszew,TP-FWA,06:02:00
03,Fort Wawrzyszew,TP-FWA,06:17:00
1,Fort Wawrzyszew,TP-FWA,06:32:00
03,Fort Wawrzyszew,TP-FWA,06:47:00
472,Fort Wawrzyszew,TP-FWA,06:57:00
1,Fort Wawrzyszew,TP-FWA,07:07:00
03,Fort Wawrzyszew,TP-FWA,07:17:00
472,Fort Wawrzyszew,TP-FWA,07:27:00
1,Fort Wawrzyszew,TP-FWA,07:37:00
03,Fort Wawrzyszew,TP-FWA,07:47:00
472,Fort Wawrzyszew,TP-FWA,07:57:00
1,Fort Wawrzyszew,TP-FWA,08:07:00
03,Fort Wawrzyszew,TP-FWA,08:17:00
472,Fort Wawrzyszew,TP-FWA,08:27:00
1,Fort Wawrzyszew,TP-FWA,08:37:00
03,Fort Wawrzyszew,TP-FWA,08:47:00
472,Fort Wawrzyszew,TP-FWA,08:57:00
1,Fort Wawrzyszew,TP-FWA,09:15:00
472,Fort Wawrzyszew,TP-FWA,09:35:00
1,Fort Wawrzyszew,TP-FWA,09:55:00
472,Fort Wawrzyszew,TP-FWA,10:15:00
1,Fort Wawrzyszew,TP-FWA,10:35:00
472,Fort Wawrzyszew,TP-FWA,10:55:00
1,Fort Wawrzyszew,TP-FWA,11:15:00
472,Fort Wawrzyszew,TP-FWA,11:35:00
1,Fort Wawrzyszew,TP-FWA,11:55:00
472,Fort Wawrzyszew,TP-FWA,12:15:00
1,Fort Wawrzyszew,TP-FWA,12:35:00
472,Fort Wawrzyszew,TP-FWA,12:55:00
1,Fort Wawrzyszew,TP-FWA,13:15:00
472,Fort Wawrzyszew,TP-FWA,13:35:00
1,Fort Wawrzyszew,TP-FWA,13:55:00
472,Fort Wawrzyszew,TP-FWA,14:15:00
1,Fort Wawrzyszew,TP-FWA,14:32:00
472,Fort Wawrzyszew,TP-FWA,14:47:00
1,Fort Wawrzyszew,TP-FWA,15:02:00
472,Fort Wawrzyszew,TP-FWA,15:17:00
1,Fort Wawrzyszew,TP-FWA,15:32:00
472,Fort Wawrzyszew,TP-FWA,15:47:00
1,Fort Wawrzyszew,TP-FWA,16:02:00
472,Fort Wawrzyszew,TP-FWA,16:17:00
1,Fort Wawrzyszew,TP-FWA,16:32:00
472,Fort Wawrzyszew,TP-FWA,16:47:00
1,Fort Wawrzyszew,TP-FWA,17:02:00
472,Fort Wawrzyszew,TP-FWA,17:17:00
1,Fort Wawrzyszew,TP-FWA,17:32:00
472,Fort Wawrzyszew,TP-FWA,17:47:00
1,Fort Wawrzyszew,TP-FWA,18:02:00
472,Fort Wawrzyszew,TP-FWA,18:17:00
1,Fort Wawrzyszew,TP-FWA,18:35:00
472,Fort Wawrzyszew,TP-FWA,18:55:00
1,Fort Wawrzyszew,TP-FWA,19:15:00
472,Fort Wawrzyszew,TP-FWA,19:35:00
1,Fort Wawrzyszew,TP-FWA,19:55:00
472,Fort Wawrzyszew,TP-FWA,20:15:00
1,Fort Wawrzyszew,TP-FWA,20:35:00
472,Fort Wawrzyszew,TP-FWA,20:55:00
1,Fort Wawrzyszew,TP-FWA,21:15:00
472,Fort Wawrzyszew,TP-FWA,21:35:00
1,Fort Wawrzyszew,TP-FWA,22:05:00
472,Fort Wawrzyszew,TP-FWA,22:35:00
472,Fort Wawrzyszew,TP-FWA,23:05:00
472,Fort Wawrzyszew,TP-FWA,23:35:00
