brygada,kierunek,trasa,czas
05,Utrata,TP-UTS,05:13:00
01,Utrata,TP-UTS,05:33:00
02,Utrata,TP-UTS,05:48:00
03,Utrata,TP-UTS,06:03:00
04,Utrata,TP-UTS,06:18:00
05,Utrata,TP-UTS,06:33:00
01,Utrata,TP-UTS,06:49:00
02,Utrata,TP-UTS,07:03:00
03,Utrata,TP-UTS,07:18:00
04,Utrata,TP-UTS,07:33:00
05,Utrata,TP-UTS,07:48:00
01,Utrata,TP-UTS,08:03:00
02,Utrata,TP-UTS,08:18:00
03,Utrata,TP-UTS,08:33:00
04,Utrata,TP-UTS,08:48:00
01,Utrata,TP-UTS,12:32:00
02,Utrata,TP-UTS,12:47:00
03,Utrata,TP-UTS,13:02:00
04,Utrata,TP-UTS,13:17:00
05,Utrata,TP-UTS,13:32:00
01,Utrata,TP-UTS,13:47:00
02,Utrata,TP-UTS,14:02:00
03,Utrata,TP-UTS,14:17:00
04,Utrata,TP-UTS,14:32:00
05,Utrata,TP-UTS,14:47:00
01,Utrata,TP-UTS,15:02:00
02,Utrata,TP-UTS,15:17:00
03,Utrata,TP-UTS,15:32:00
04,Utrata,TP-UTS,15:47:00
05,Utrata,TP-UTS,16:02:00
01,Utrata,TP-UTS,16:17:00
02,Utrata,TP-UTS,16:32:00
03,Utrata,TP-UTS,16:47:00
04,Utrata,TP-UTS,17:02:00
05,Utrata,TP-UTS,17:17:00
01,Utrata,TP-UTS,17:32:00
02,Utrata,TP-UTS,17:47:00
