brygada,kierunek,trasa,czas
1,Michałówek,TO-MIC,04:41:00
02,Michałówek,TO-MIC,05:06:00
1,Michałówek,TO-MIC,05:41:00
02,Michałówek,TO-MIC,06:11:00
1,Michałówek,TO-MIC,06:41:00
02,Michałówek,TO-MIC,07:12:00
1,Michałówek,TO-MIC,07:42:00
02,Michałówek,TO-MIC,08:12:00
1,Michałówek,TO-MIC,08:42:00
02,Michałówek,TO-MIC,09:11:00
1,Michałówek,TO-MIC,10:11:00
1,Michałówek,TO-MIC,11:11:00
1,Michałówek,TO-MIC,12:11:00
1,Michałówek,TO-MIC,13:21:00
1,Michałówek,TO-MIC,14:21:00
02,Michałówek,TO-MIC,15:22:00
1,Michałówek,TO-MIC,15:52:00
02,Michałówek,TO-MIC,16:22:00
1,Michałówek,TO-MIC,16:52:00
02,Michałówek,TO-MIC,17:22:00
1,Michałówek,TO-MIC,17:52:00
02,Michałówek,TO-MIC,18:22:00
1,Michałówek,TO-MIC,18:52:00
02,Michałówek,TO-MIC,19:21:00
1,Michałówek,TO-MIC,19:51:00
02,Michałówek,TO-MIC,20:51:00
1,Michałówek,TO-MIC,21:51:00
1,Michałówek,TO-MIC,22:51:00
1,Michałówek,TO-MIC,24:01:00
