brygada,kierunek,trasa,czas
3,Metro Młociny,TO-MML,04:23:00
5,Metro Młociny,TO-MML,04:53:00
6,Metro Młociny,TO-MML,05:18:00
08,Metro Młociny,TO-MML,05:33:00
2,Metro Młociny,TO-MML,05:48:00
3,Metro Młociny,TO-MML,06:03:00
4,Metro Młociny,TO-MML,06:15:00
09,Metro Młociny,TO-MML,06:27:00
010,Metro Młociny,TO-MML,06:39:00
5,Metro Młociny,TO-MML,06:51:00
6,Metro Młociny,TO-MML,07:01:00
08,Metro Młociny,TO-MML,07:11:00
7,Metro Młociny,TO-MML,07:21:00
1,Metro Młociny,TO-MML,07:31:00
2,Metro Młociny,TO-MML,07:43:00
3,Metro Młociny,TO-MML,07:55:00
4,Metro Młociny,TO-MML,08:07:00
09,Metro Młociny,TX-MML,08:19:00
010,Metro Młociny,TO-MML,08:31:00
5,Metro Młociny,TO-MML,08:45:00
6,Metro Młociny,TO-MML,09:01:00
7,Metro Młociny,TO-MML,09:18:00
1,Metro Młociny,TO-MML,09:33:00
2,Metro Młociny,TO-MML,09:48:00
3,Metro Młociny,TO-MML,10:03:00
4,Metro Młociny,TO-MML,10:18:00
5,Metro Młociny,TO-MML,10:33:00
6,Metro Młociny,TO-MML,10:48:00
7,Metro Młociny,TO-MML,11:04:00
1,Metro Młociny,TO-MML,11:18:00
2,Metro Młociny,TO-MML,11:33:00
3,Metro Młociny,TO-MML,11:48:00
4,Metro Młociny,TO-MML,12:03:00
5,Metro Młociny,TO-MML,12:18:00
6,Metro Młociny,TO-MML,12:33:00
7,Metro Młociny,TO-MML,12:48:00
1,Metro Młociny,TO-MML,13:03:00
2,Metro Młociny,TO-MML,13:18:00
3,Metro Młociny,TO-MML,13:33:00
4,Metro Młociny,TO-MML,13:48:00
5,Metro Młociny,TO-MML,14:03:00
6,Metro Młociny,TO-MML,14:18:00
010,Metro Młociny,TO-MML,14:31:00
08,Metro Młociny,TO-MML,14:43:00
7,Metro Młociny,TO-MML,14:55:00
1,Metro Młociny,TO-MML,15:07:00
2,Metro Młociny,TO-MML,15:19:00
3,Metro Młociny,TO-MML,15:31:00
4,Metro Młociny,TO-MML,15:43:00
09,Metro Młociny,TO-MML,15:55:00
5,Metro Młociny,TO-MML,16:07:00
6,Metro Młociny,TO-MML,16:19:00
010,Metro Młociny,TO-MML,16:31:00
08,Metro Młociny,TO-MML,16:43:00
7,Metro Młociny,TO-MML,16:55:00
1,Metro Młociny,TO-MML,17:07:00
2,Metro Młociny,TO-MML,17:19:00
3,Metro Młociny,TO-MML,17:31:00
4,Metro Młociny,TO-MML,17:43:00
09,Metro Młociny,TX-MML,17:55:00
5,Metro Młociny,TO-MML,18:09:00
6,Metro Młociny,TO-MML,18:26:00
010,Metro Młociny,TO-MML,18:42:00
7,Metro Młociny,TO-MML,18:59:00
1,Metro Młociny,TO-MML,19:14:00
2,Metro Młociny,TO-MML,19:29:00
3,Metro Młociny,TO-MML,19:44:00
4,Metro Młociny,TO-MML,19:59:00
5,Metro Młociny,TO-MML,20:14:00
6,Metro Młociny,TO-MML,20:29:00
7,Metro Młociny,TO-MML,20:44:00
1,Metro Młociny,TX-MML,20:59:00
2,Metro Młociny,TO-MML,21:13:00
3,Metro Młociny,TX-MML,21:28:00
4,Metro Młociny,TO-MML,21:43:00
5,Metro Młociny,TX-MML,22:03:00
6,Metro Młociny,TO-MML,22:23:00
2,Metro Młociny,TX-MML,22:53:00
4,Metro Młociny,TX-MML,23:23:00
