brygada,kierunek,trasa,czas
3,Metro Młociny,TO-MML,04:25:00
5,Metro Młociny,TO-MML,04:55:00
6,Metro Młociny,TO-MML,05:20:00
08,Metro Młociny,TO-MML,05:35:00
2,Metro Młociny,TO-MML,05:50:00
3,Metro Młociny,TO-MML,06:05:00
4,Metro Młociny,TO-MML,06:17:00
09,Metro Młociny,TO-MML,06:29:00
010,Metro Młociny,TO-MML,06:41:00
5,Metro Młociny,TO-MML,06:53:00
6,Metro Młociny,TO-MML,07:03:00
08,Metro Młociny,TO-MML,07:13:00
7,Metro Młociny,TO-MML,07:23:00
1,Metro Młociny,TO-MML,07:33:00
2,Metro Młociny,TO-MML,07:45:00
3,Metro Młociny,TO-MML,07:57:00
4,Metro Młociny,TO-MML,08:09:00
09,Metro Młociny,TX-MML,08:21:00
010,Metro Młociny,TO-MML,08:33:00
5,Metro Młociny,TO-MML,08:47:00
6,Metro Młociny,TO-MML,09:03:00
7,Metro Młociny,TO-MML,09:20:00
1,Metro Młociny,TO-MML,09:35:00
2,Metro Młociny,TO-MML,09:50:00
3,Metro Młociny,TO-MML,10:05:00
4,Metro Młociny,TO-MML,10:20:00
5,Metro Młociny,TO-MML,10:35:00
6,Metro Młociny,TO-MML,10:50:00
7,Metro Młociny,TO-MML,11:06:00
1,Metro Młociny,TO-MML,11:20:00
2,Metro Młociny,TO-MML,11:35:00
3,Metro Młociny,TO-MML,11:50:00
4,Metro Młociny,TO-MML,12:05:00
5,Metro Młociny,TO-MML,12:20:00
6,Metro Młociny,TO-MML,12:35:00
7,Metro Młociny,TO-MML,12:50:00
1,Metro Młociny,TO-MML,13:05:00
2,Metro Młociny,TO-MML,13:20:00
3,Metro Młociny,TO-MML,13:35:00
4,Metro Młociny,TO-MML,13:50:00
5,Metro Młociny,TO-MML,14:05:00
6,Metro Młociny,TO-MML,14:20:00
010,Metro Młociny,TO-MML,14:33:00
08,Metro Młociny,TO-MML,14:45:00
7,Metro Młociny,TO-MML,14:57:00
1,Metro Młociny,TO-MML,15:09:00
2,Metro Młociny,TO-MML,15:21:00
3,Metro Młociny,TO-MML,15:33:00
4,Metro Młociny,TO-MML,15:45:00
09,Metro Młociny,TO-MML,15:57:00
5,Metro Młociny,TO-MML,16:09:00
6,Metro Młociny,TO-MML,16:21:00
010,Metro Młociny,TO-MML,16:33:00
08,Metro Młociny,TO-MML,16:45:00
7,Metro Młociny,TO-MML,16:57:00
1,Metro Młociny,TO-MML,17:09:00
2,Metro Młociny,TO-MML,17:21:00
3,Metro Młociny,TO-MML,17:33:00
4,Metro Młociny,TO-MML,17:45:00
09,Metro Młociny,TX-MML,17:57:00
5,Metro Młociny,TO-MML,18:11:00
6,Metro Młociny,TO-MML,18:28:00
010,Metro Młociny,TO-MML,18:44:00
7,Metro Młociny,TO-MML,19:01:00
1,Metro Młociny,TO-MML,19:16:00
2,Metro Młociny,TO-MML,19:31:00
3,Metro Młociny,TO-MML,19:46:00
4,Metro Młociny,TO-MML,20:01:00
5,Metro Młociny,TO-MML,20:16:00
6,Metro Młociny,TO-MML,20:31:00
7,Metro Młociny,TO-MML,20:46:00
1,Metro Młociny,TX-MML,21:01:00
2,Metro Młociny,TO-MML,21:15:00
3,Metro Młociny,TX-MML,21:30:00
4,Metro Młociny,TO-MML,21:45:00
5,Metro Młociny,TX-MML,22:05:00
6,Metro Młociny,TO-MML,22:25:00
2,Metro Młociny,TX-MML,22:55:00
4,Metro Młociny,TX-MML,23:25:00
