brygada,kierunek,trasa,czas
6,Marymont-Potok,TD-3MPT,05:02:00
7,Marymont-Potok,TP-MPT,05:22:00
8,Marymont-Potok,TP-MPT,05:42:00
014,Marymont-Potok,TD-3MPT,05:52:00
10,Marymont-Potok,TP-MPT,06:02:00
2,Marymont-Potok,TP-MPT,06:20:00
3,Marymont-Potok,TP-MPT,06:38:00
012,Marymont-Potok,TP-MPT,06:51:00
4,Marymont-Potok,TD-3MPT,06:57:00
5,Marymont-Potok,TP-MPT,07:03:00
013,Marymont-Potok,TP-MPT,07:16:00
6,Marymont-Potok,TP-MPT,07:27:00
7,Marymont-Potok,TP-MPT,07:35:00
8,Marymont-Potok,TP-MPT,07:43:00
9,Marymont-Potok,TP-MPT,07:51:00
014,Marymont-Potok,TP-MPT,07:59:00
10,Marymont-Potok,TP-MPT,08:07:00
11,Marymont-Potok,TP-MPT,08:15:00
1,Marymont-Potok,TP-MPT,08:23:00
2,Marymont-Potok,TP-MPT,08:31:00
3,Marymont-Potok,TP-MPT,08:39:00
4,Marymont-Potok,TP-MPT,08:55:00
5,Marymont-Potok,TP-MPT,09:03:00
013,Marymont-Potok,TP-MPT,09:11:00
6,Marymont-Potok,TP-MPT,09:19:00
7,Marymont-Potok,TP-MPT,09:28:00
8,Marymont-Potok,TP-MPT,09:40:00
9,Marymont-Potok,TP-MPT,09:52:00
10,Marymont-Potok,TP-MPT,10:04:00
11,Marymont-Potok,TP-MPT,10:16:00
1,Marymont-Potok,TP-MPT,10:28:00
2,Marymont-Potok,TP-MPT,10:40:00
3,Marymont-Potok,TP-MPT,10:52:00
4,Marymont-Potok,TP-MPT,11:04:00
5,Marymont-Potok,TP-MPT,11:16:00
6,Marymont-Potok,TP-MPT,11:28:00
7,Marymont-Potok,TP-MPT,11:40:00
8,Marymont-Potok,TP-MPT,11:52:00
9,Marymont-Potok,TP-MPT,12:04:00
10,Marymont-Potok,TP-MPT,12:16:00
11,Marymont-Potok,TP-MPT,12:28:00
1,Marymont-Potok,TP-MPT,12:40:00
2,Marymont-Potok,TP-MPT,12:52:00
3,Marymont-Potok,TP-MPT,13:04:00
4,Marymont-Potok,TP-MPT,13:16:00
5,Marymont-Potok,TP-MPT,13:28:00
6,Marymont-Potok,TP-MPT,13:40:00
7,Marymont-Potok,TP-MPT,13:52:00
8,Marymont-Potok,TP-MPT,14:04:00
9,Marymont-Potok,TP-MPT,14:16:00
10,Marymont-Potok,TP-MPT,14:28:00
014,Marymont-Potok,TD-3MPT,14:33:00
11,Marymont-Potok,TP-MPT,14:40:00
1,Marymont-Potok,TP-MPT,14:52:00
2,Marymont-Potok,TP-MPT,15:04:00
3,Marymont-Potok,TP-MPT,15:16:00
4,Marymont-Potok,TP-MPT,15:27:00
5,Marymont-Potok,TP-MPT,15:35:00
6,Marymont-Potok,TP-MPT,15:43:00
013,Marymont-Potok,TP-MPT,15:51:00
7,Marymont-Potok,TP-MPT,15:59:00
8,Marymont-Potok,TP-MPT,16:07:00
9,Marymont-Potok,TP-MPT,16:15:00
10,Marymont-Potok,TP-MPT,16:23:00
014,Marymont-Potok,TP-MPT,16:31:00
11,Marymont-Potok,TP-MPT,16:39:00
015,Marymont-Potok,TP-MPT,16:47:00
1,Marymont-Potok,TP-MPT,16:55:00
2,Marymont-Potok,TP-MPT,17:03:00
016,Marymont-Potok,TP-MPT,17:11:00
3,Marymont-Potok,TP-MPT,17:19:00
4,Marymont-Potok,TP-MPT,17:27:00
5,Marymont-Potok,TP-MPT,17:35:00
6,Marymont-Potok,TP-MPT,17:43:00
013,Marymont-Potok,TP-MPT,17:51:00
7,Marymont-Potok,TP-MPT,17:59:00
8,Marymont-Potok,TP-MPT,18:07:00
9,Marymont-Potok,TP-MPT,18:15:00
10,Marymont-Potok,TP-MPT,18:23:00
014,Marymont-Potok,TP-MPT,18:31:00
11,Marymont-Potok,TP-MPT,18:39:00
015,Marymont-Potok,TP-MPT,18:48:00
2,Marymont-Potok,TP-MPT,19:04:00
016,Marymont-Potok,TP-MPT,19:16:00
3,Marymont-Potok,TP-MPT,19:28:00
5,Marymont-Potok,TP-MPT,19:40:00
6,Marymont-Potok,TP-MPT,19:52:00
013,Marymont-Potok,TP-MPT,20:03:00
8,Marymont-Potok,TP-MPT,20:14:00
9,Marymont-Potok,TP-MPT,20:26:00
014,Marymont-Potok,TP-MPT,20:37:00
11,Marymont-Potok,TP-MPT,20:49:00
015,Marymont-Potok,TP-MPT,21:02:00
016,Marymont-Potok,TP-MPT,21:22:00
3,Marymont-Potok,TP-MPT,21:42:00
6,Marymont-Potok,TP-MPT,22:02:00
8,Marymont-Potok,TP-MPT,22:22:00
014,Marymont-Potok,TP-MPT,22:42:00
