brygada,kierunek,trasa,czas
012,Marysin,TD-7MAR,05:05:00
8,Marysin,TD-7MAR,05:35:00
010,Marysin,TP-MAR,05:55:00
1,Marysin,TD-7MAR,06:11:00
3,Marysin,TP-MAR,06:27:00
4,Marysin,TP-MAR,06:37:00
5,Marysin,TD-7MAR,06:47:00
012,Marysin,TP-MAR,06:57:00
7,Marysin,TP-MAR,07:13:00
8,Marysin,TP-MAR,07:28:00
013,Marysin,TP-MAR,07:38:00
9,Marysin,TP-MAR,07:48:00
010,Marysin,TP-MAR,07:59:00
1,Marysin,TP-MAR,08:09:00
2,Marysin,TP-MAR,08:19:00
3,Marysin,TP-MAR,08:29:00
4,Marysin,TP-MAR,08:39:00
5,Marysin,TP-MAR,08:49:00
011,Marysin,TX-MAR,09:01:00
6,Marysin,TP-MAR,09:15:00
7,Marysin,TP-MAR,09:27:00
8,Marysin,TP-MAR,09:42:00
9,Marysin,TP-MAR,09:57:00
1,Marysin,TP-MAR,10:12:00
2,Marysin,TP-MAR,10:27:00
3,Marysin,TP-MAR,10:42:00
4,Marysin,TP-MAR,10:57:00
5,Marysin,TP-MAR,11:12:00
6,Marysin,TP-MAR,11:27:00
7,Marysin,TP-MAR,11:42:00
8,Marysin,TP-MAR,11:57:00
9,Marysin,TP-MAR,12:12:00
1,Marysin,TP-MAR,12:27:00
2,Marysin,TP-MAR,12:42:00
3,Marysin,TP-MAR,12:57:00
4,Marysin,TP-MAR,13:12:00
5,Marysin,TP-MAR,13:27:00
6,Marysin,TP-MAR,13:42:00
7,Marysin,TP-MAR,13:57:00
8,Marysin,TP-MAR,14:12:00
9,Marysin,TP-MAR,14:27:00
1,Marysin,TP-MAR,14:39:00
2,Marysin,TP-MAR,14:51:00
3,Marysin,TP-MAR,15:02:00
4,Marysin,TP-MAR,15:13:00
013,Marysin,TP-MAR,15:25:00
5,Marysin,TP-MAR,15:36:00
6,Marysin,TP-MAR,15:46:00
7,Marysin,TP-MAR,15:56:00
010,Marysin,TP-MAR,16:06:00
8,Marysin,TP-MAR,16:16:00
011,Marysin,TP-MAR,16:26:00
9,Marysin,TP-MAR,16:36:00
1,Marysin,TP-MAR,16:46:00
2,Marysin,TP-MAR,16:56:00
3,Marysin,TP-MAR,17:06:00
014,Marysin,TP-MAR,17:16:00
4,Marysin,TP-MAR,17:26:00
013,Marysin,TP-MAR,17:36:00
5,Marysin,TP-MAR,17:46:00
6,Marysin,TP-MAR,17:56:00
7,Marysin,TP-MAR,18:06:00
010,Marysin,TX-MAR,18:16:00
8,Marysin,TP-MAR,18:26:00
011,Marysin,TX-MAR,18:36:00
9,Marysin,TP-MAR,18:46:00
1,Marysin,TP-MAR,18:56:00
2,Marysin,TP-MAR,19:06:00
3,Marysin,TP-MAR,19:15:00
014,Marysin,TX-MAR,19:25:00
4,Marysin,TP-MAR,19:34:00
013,Marysin,TX-MAR,19:44:00
6,Marysin,TP-MAR,19:57:00
7,Marysin,TP-MAR,20:12:00
8,Marysin,TP-MAR,20:27:00
9,Marysin,TP-MAR,20:42:00
1,Marysin,TP-MAR,20:57:00
2,Marysin,TP-MAR,21:11:00
3,Marysin,TX-MAR,21:25:00
4,Marysin,TP-MAR,21:40:00
6,Marysin,TP-MAR,21:55:00
8,Marysin,TP-MAR,22:15:00
9,Marysin,TP-MAR,22:35:00
2,Marysin,TP-MAR,23:05:00
4,Marysin,TP-MAR,23:35:00
