brygada,kierunek,trasa,czas
01,PKP Legionowo,TP-LEP,04:03:00
504,PKP Legionowo,TP-LEP-G,05:02:00
505,PKP Legionowo,TP-LEP,05:28:00
713,PKP Legionowo,TP-LEP,05:58:00
01,PKP Legionowo,TP-LEP,06:28:00
500,PKP Legionowo,TP-LEP-U,06:57:00
712,PKP Legionowo,TP-LEP-U,07:32:00
505,PKP Legionowo,TP-LEP,08:02:00
711,PKP Legionowo,TP-LEP-G,08:57:00
01,PKP Legionowo,TP-LEP,09:57:00
505,PKP Legionowo,TP-LEP-G,10:57:00
01,PKP Legionowo,TP-LEP-G,12:57:00
713,PKP Legionowo,TP-LEP,13:27:00
504,PKP Legionowo,TP-LEP-G,14:54:00
01,PKP Legionowo,TP-LEP-H,15:51:00
505,PKP Legionowo,TP-LEP-G,16:55:00
504,PKP Legionowo,TP-LEP,17:55:00
505,PKP Legionowo,TP-LEP,19:51:00
505,PKP Legionowo,TP-LEP,22:29:00
