brygada,kierunek,trasa,czas
2,EC Siekierki,TO-SIE,05:11:00
4,EC Siekierki,TO-SIE,05:36:00
6,EC Siekierki,TO-SIE,05:51:00
7,EC Siekierki,TO-SIE,06:06:00
8,EC Siekierki,TO-SIE,06:21:00
9,EC Siekierki,TO-SIE,06:36:00
1,EC Siekierki,TO-SIE,06:51:00
2,EC Siekierki,TO-SIE,07:07:00
3,EC Siekierki,TO-SIE,07:22:00
4,EC Siekierki,TO-SIE,07:36:00
5,EC Siekierki,TO-SIE,07:51:00
6,EC Siekierki,TO-SIE,08:06:00
7,EC Siekierki,TO-SIE,08:21:00
8,EC Siekierki,TO-SIE,08:36:00
9,EC Siekierki,TO-SIE,08:51:00
1,EC Siekierki,TO-SIE,09:05:00
2,EC Siekierki,TO-SIE,09:20:00
3,EC Siekierki,TO-SIE,09:35:00
4,EC Siekierki,TO-SIE,09:50:00
5,EC Siekierki,TO-SIE,10:05:00
6,EC Siekierki,TO-SIE,10:20:00
7,EC Siekierki,TO-SIE,10:35:00
8,EC Siekierki,TO-SIE,10:50:00
9,EC Siekierki,TO-SIE,11:05:00
1,EC Siekierki,TO-SIE,11:20:00
2,EC Siekierki,TO-SIE,11:35:00
3,EC Siekierki,TO-SIE,11:50:00
4,EC Siekierki,TO-SIE,12:05:00
5,EC Siekierki,TO-SIE,12:20:00
6,EC Siekierki,TO-SIE,12:35:00
7,EC Siekierki,TO-SIE,12:50:00
8,EC Siekierki,TO-SIE,13:05:00
9,EC Siekierki,TO-SIE,13:20:00
1,EC Siekierki,TO-SIE,13:35:00
2,EC Siekierki,TO-SIE,13:50:00
3,EC Siekierki,TO-SIE,14:05:00
4,EC Siekierki,TO-SIE,14:20:00
5,EC Siekierki,TO-SIE,14:35:00
6,EC Siekierki,TO-SIE,14:50:00
7,EC Siekierki,TO-SIE,15:05:00
8,EC Siekierki,TO-SIE,15:21:00
9,EC Siekierki,TO-SIE,15:36:00
1,EC Siekierki,TO-SIE,15:51:00
2,EC Siekierki,TO-SIE,16:06:00
3,EC Siekierki,TO-SIE,16:21:00
4,EC Siekierki,TO-SIE,16:36:00
5,EC Siekierki,TO-SIE,16:51:00
6,EC Siekierki,TO-SIE,17:06:00
7,EC Siekierki,TO-SIE,17:21:00
8,EC Siekierki,TO-SIE,17:36:00
9,EC Siekierki,TO-SIE,17:51:00
1,EC Siekierki,TO-SIE,18:06:00
2,EC Siekierki,TO-SIE,18:21:00
3,EC Siekierki,TO-SIE,18:36:00
4,EC Siekierki,TO-SIE,18:51:00
5,EC Siekierki,TO-SIE,19:06:00
6,EC Siekierki,TO-SIE,19:21:00
7,EC Siekierki,TO-SIE,19:36:00
8,EC Siekierki,TO-SIE,19:51:00
9,EC Siekierki,TO-SIE,20:06:00
1,EC Siekierki,TO-SIE,20:21:00
2,EC Siekierki,TO-SIE,20:36:00
3,EC Siekierki,TO-SIE,20:51:00
5,EC Siekierki,TO-SIE,21:06:00
6,EC Siekierki,TO-SIE,21:21:00
7,EC Siekierki,TO-SIE,21:36:00
8,EC Siekierki,TO-SIE,21:51:00
1,EC Siekierki,TO-SIE,22:11:00
3,Beethovena,TX-BEE,22:41:00
7,Beethovena,TX-BEE,23:11:00
