brygada,kierunek,trasa,czas
01,PKP Legionowo,TP-LEP,04:20:00
504,PKP Legionowo,TP-LEP-G,05:19:00
505,PKP Legionowo,TP-LEP,05:45:00
713,PKP Legionowo,TP-LEP,06:15:00
01,PKP Legionowo,TP-LEP,06:45:00
500,PKP Legionowo,TP-LEP-U,07:14:00
712,PKP Legionowo,TP-LEP-U,07:49:00
505,PKP Legionowo,TP-LEP,08:19:00
711,PKP Legionowo,TP-LEP-G,09:14:00
01,PKP Legionowo,TP-LEP,10:14:00
505,PKP Legionowo,TP-LEP-G,11:14:00
01,PKP Legionowo,TP-LEP-G,13:14:00
713,PKP Legionowo,TP-LEP,13:44:00
504,PKP Legionowo,TP-LEP-G,15:11:00
01,PKP Legionowo,TP-LEP-H,16:08:00
505,PKP Legionowo,TP-LEP-G,17:12:00
504,PKP Legionowo,TP-LEP,18:12:00
505,PKP Legionowo,TP-LEP,20:08:00
505,PKP Legionowo,TP-LEP,22:46:00
