brygada,kierunek,trasa,czas
6,os.Górczewska,TD-2GOR,04:24:00
8,os.Górczewska,TD-2GOR,04:44:00
10,os.Górczewska,TD-2GOR,05:02:00
1,os.Górczewska,TP-GOR,05:22:00
2,os.Górczewska,TP-GOR,05:42:00
3,os.Górczewska,TP-GOR,06:02:00
5,os.Górczewska,TP-GOR,06:21:00
6,os.Górczewska,TP-GOR,06:33:00
8,os.Górczewska,TP-GOR,06:45:00
9,os.Górczewska,TP-GOR,06:55:00
015,os.Górczewska,TP-GOR,07:03:00
10,os.Górczewska,TP-GOR,07:11:00
11,os.Górczewska,TD-2GOR,07:19:00
016,os.Górczewska,TP-GOR,07:27:00
12,os.Górczewska,TP-GOR,07:35:00
1,os.Górczewska,TP-GOR,07:43:00
2,os.Górczewska,TP-GOR,07:51:00
013,os.Górczewska,TP-GOR,07:59:00
3,os.Górczewska,TP-GOR,08:07:00
4,os.Górczewska,TP-GOR,08:15:00
014,os.Górczewska,TP-GOR,08:23:00
5,os.Górczewska,TP-GOR,08:31:00
6,os.Górczewska,TP-GOR,08:39:00
7,os.Górczewska,TP-GOR,08:47:00
8,os.Górczewska,TP-GOR,08:57:00
9,os.Górczewska,TP-GOR,09:09:00
10,os.Górczewska,TP-GOR,09:21:00
11,os.Górczewska,TP-GOR,09:33:00
12,os.Górczewska,TP-GOR,09:45:00
1,os.Górczewska,TP-GOR,09:57:00
2,os.Górczewska,TP-GOR,10:09:00
3,os.Górczewska,TP-GOR,10:21:00
4,os.Górczewska,TP-GOR,10:33:00
5,os.Górczewska,TP-GOR,10:45:00
6,os.Górczewska,TP-GOR,10:57:00
7,os.Górczewska,TP-GOR,11:09:00
8,os.Górczewska,TP-GOR,11:21:00
9,os.Górczewska,TP-GOR,11:33:00
10,os.Górczewska,TP-GOR,11:45:00
11,os.Górczewska,TP-GOR,11:57:00
12,os.Górczewska,TP-GOR,12:09:00
1,os.Górczewska,TP-GOR,12:21:00
2,os.Górczewska,TP-GOR,12:33:00
3,os.Górczewska,TP-GOR,12:45:00
4,os.Górczewska,TP-GOR,12:57:00
5,os.Górczewska,TP-GOR,13:09:00
6,os.Górczewska,TP-GOR,13:21:00
7,os.Górczewska,TP-GOR,13:33:00
8,os.Górczewska,TP-GOR,13:45:00
9,os.Górczewska,TP-GOR,13:57:00
10,os.Górczewska,TP-GOR,14:09:00
11,os.Górczewska,TP-GOR,14:21:00
12,os.Górczewska,TP-GOR,14:33:00
1,os.Górczewska,TP-GOR,14:45:00
2,os.Górczewska,TP-GOR,14:55:00
3,os.Górczewska,TP-GOR,15:03:00
013,os.Górczewska,TP-GOR,15:11:00
4,os.Górczewska,TP-GOR,15:19:00
5,os.Górczewska,TP-GOR,15:27:00
014,os.Górczewska,TP-GOR,15:35:00
6,os.Górczewska,TP-GOR,15:43:00
7,os.Górczewska,TP-GOR,15:51:00
8,os.Górczewska,TP-GOR,15:59:00
9,os.Górczewska,TP-GOR,16:07:00
10,os.Górczewska,TP-GOR,16:15:00
015,os.Górczewska,TP-GOR,16:23:00
11,os.Górczewska,TP-GOR,16:31:00
12,os.Górczewska,TP-GOR,16:39:00
016,os.Górczewska,TP-GOR,16:47:00
1,os.Górczewska,TP-GOR,16:55:00
2,os.Górczewska,TP-GOR,17:03:00
3,os.Górczewska,TP-GOR,17:11:00
013,os.Górczewska,TP-GOR,17:19:00
4,os.Górczewska,TP-GOR,17:27:00
5,os.Górczewska,TP-GOR,17:35:00
014,os.Górczewska,TP-GOR,17:43:00
6,os.Górczewska,TP-GOR,17:51:00
7,os.Górczewska,TP-GOR,17:59:00
8,os.Górczewska,TP-GOR,18:09:00
9,os.Górczewska,TP-GOR,18:21:00
015,os.Górczewska,TP-GOR,18:33:00
11,os.Górczewska,TP-GOR,18:45:00
12,ZET ŻOLIBORZ,TZ-DWK4,18:51:00
016,os.Górczewska,TP-GOR,18:57:00
1,os.Górczewska,TP-GOR,19:09:00
2,os.Górczewska,TP-GOR,19:21:00
013,os.Górczewska,TP-GOR,19:33:00
4,os.Górczewska,TP-GOR,19:45:00
014,os.Górczewska,TP-GOR,19:57:00
6,os.Górczewska,TP-GOR,20:09:00
7,os.Górczewska,TP-GOR,20:22:00
9,os.Górczewska,TP-GOR,20:42:00
015,os.Górczewska,TP-GOR,21:02:00
016,os.Górczewska,TP-GOR,21:22:00
2,os.Górczewska,TP-GOR,21:42:00
4,os.Górczewska,TP-GOR,22:02:00
014,ZET ŻOLIBORZ,TZ-DWK4,22:10:00
6,os.Górczewska,TP-GOR,22:22:00
7,os.Górczewska,TP-GOR,22:42:00
9,os.Górczewska,TP-GOR,23:04:00
015,os.Górczewska,TP-GOR,23:24:00
2,ZET ŻOLIBORZ,TZ-DWK4,23:44:00
4,ZET ŻOLIBORZ,TZ-DWK4,24:04:00
