brygada,kierunek,trasa,czas
03,Lewinów,TP-LEW,05:18:00
1,Lewinów,TP-LEW,05:36:00
2,Lewinów,TP-LEW,05:51:00
03,Lewinów,TP-LEW,06:06:00
1,Lewinów,TP-LEW,06:21:00
2,Lewinów,TP-LEW,06:36:00
03,Lewinów,TP-LEW,06:51:00
1,Lewinów,TP-LEW,07:01:00
2,Lewinów,TP-LEW,07:12:00
03,Lewinów,TP-LEW,07:24:00
1,Lewinów,TP-LEW,07:36:00
2,Lewinów,TP-LEW,07:51:00
03,Lewinów,TP-LEW,08:06:00
1,Lewinów,TP-LEW,08:21:00
2,Lewinów,TP-LEW,08:36:00
03,Lewinów,TP-LEW,08:51:00
1,Lewinów,TP-LEW,09:18:00
2,Lewinów,TP-LEW,09:48:00
1,Lewinów,TP-LEW,10:18:00
2,Lewinów,TP-LEW,10:48:00
1,Lewinów,TP-LEW,11:18:00
2,Lewinów,TP-LEW,11:48:00
1,Lewinów,TP-LEW,12:18:00
2,Lewinów,TP-LEW,12:48:00
1,Lewinów,TP-LEW,13:18:00
2,Lewinów,TP-LEW,13:48:00
1,Lewinów,TP-LEW,14:18:00
03,Lewinów,TP-LEW,14:36:00
2,Lewinów,TP-LEW,14:51:00
1,Lewinów,TP-LEW,15:06:00
03,Lewinów,TP-LEW,15:21:00
2,Lewinów,TP-LEW,15:36:00
1,Lewinów,TP-LEW,15:51:00
03,Lewinów,TP-LEW,16:06:00
2,Lewinów,TP-LEW,16:21:00
1,Lewinów,TP-LEW,16:36:00
03,Lewinów,TP-LEW,16:51:00
2,Lewinów,TP-LEW,17:06:00
1,Lewinów,TP-LEW,17:21:00
03,Lewinów,TP-LEW,17:36:00
2,Lewinów,TP-LEW,17:51:00
1,Lewinów,TP-LEW,18:06:00
03,Lewinów,TP-LEW,18:21:00
2,Lewinów,TP-LEW,18:48:00
1,Lewinów,TP-LEW,19:18:00
2,Lewinów,TP-LEW,19:48:00
1,Lewinów,TP-LEW,20:18:00
2,Lewinów,TP-LEW,20:48:00
