brygada,kierunek,trasa,czas
1,Zbójna Góra,TP-ZBG,04:56:00
2,Zbójna Góra,TP-ZBG,05:26:00
1,Zbójna Góra,TP-ZBG,05:57:00
03,Zbójna Góra,TP-ZBG,06:26:00
2,Zbójna Góra,TP-ZBG,06:56:00
1,Zbójna Góra,TP-ZBG,07:29:00
03,Zbójna Góra,TP-ZBG,07:59:00
2,Zbójna Góra,TP-ZBG,08:29:00
1,Zbójna Góra,TP-ZBG,08:59:00
03,Zbójna Góra,TP-ZBG,09:27:00
2,Zbójna Góra,TP-ZBG,09:57:00
1,Zbójna Góra,TP-ZBG,10:27:00
03,Zbójna Góra,TP-ZBG,10:57:00
2,Zbójna Góra,TP-ZBG,11:27:00
1,Zbójna Góra,TP-ZBG,11:57:00
2,Zbójna Góra,TP-ZBG,12:27:00
1,Zbójna Góra,TP-ZBG,12:57:00
2,Zbójna Góra,TP-ZBG,13:27:00
1,Zbójna Góra,TP-ZBG,13:57:00
2,Zbójna Góra,TP-ZBG,14:27:00
1,Zbójna Góra,TP-ZBG,14:57:00
2,Zbójna Góra,TP-ZBG,15:28:00
03,Zbójna Góra,TP-ZBG,15:58:00
1,Zbójna Góra,TP-ZBG,16:28:00
2,Zbójna Góra,TP-ZBG,16:58:00
03,Zbójna Góra,TP-ZBG,17:28:00
1,Zbójna Góra,TP-ZBG,17:58:00
2,Zbójna Góra,TP-ZBG,18:28:00
03,Zbójna Góra,TP-ZBG,18:58:00
1,Zbójna Góra,TP-ZBG,19:27:00
2,Zbójna Góra,TP-ZBG,19:56:00
03,Zbójna Góra,TP-ZBG,20:26:00
1,Zbójna Góra,TP-ZBG,20:56:00
2,Zbójna Góra,TP-ZBG,21:26:00
1,Zbójna Góra,TP-ZBG,21:56:00
2,Zbójna Góra,TP-ZBG,22:26:00
1,Zbójna Góra,TP-ZBG,22:56:00
