brygada,kierunek,trasa,czas
65,os.Grapa,TP-CHP,04:04:00
63,os.Grapa,TP-CHP,04:44:00
64,os.Grapa,TP-CHP,05:04:00
65,os.Grapa,TP-CHP,05:29:00
63,os.Grapa,TP-CHP,06:10:00
64,os.Grapa,TP-CHP,06:51:00
61,os.Grapa,TP-CHP,07:31:00
62,os.Grapa,TP-CHP,08:01:00
066,os.Grapa,TP-CHP,08:41:00
65,os.Grapa,TP-CHP,09:21:00
63,os.Grapa,TP-CHP,10:01:00
64,os.Grapa,TP-CHP,10:41:00
65,os.Grapa,TP-CHP,11:21:00
63,os.Grapa,TP-CHP,12:01:00
64,os.Grapa,TP-CHP,12:41:00
066,os.Grapa,TP-CHP,13:21:00
61,os.Grapa,TP-CHP,14:01:00
62,os.Grapa,TP-CHP,14:31:00
65,os.Grapa,TP-CHP,15:11:00
63,os.Grapa,TP-CHP,15:53:00
64,os.Grapa,TP-CHP,16:34:00
066,os.Grapa,TP-CHP,17:14:00
61,os.Grapa,TP-CHP,17:54:00
62,os.Grapa,TP-CHP,18:33:00
65,os.Grapa,TP-CHP,19:13:00
63,os.Grapa,TP-CHP,20:01:00
64,os.Grapa,TP-CHP,20:41:00
65,os.Grapa,TP-CHP,21:25:00
63,os.Grapa,TP-CHP,22:04:00
64,os.Grapa,TP-CHP,22:44:00
61,os.Grapa,TP-CHP,23:24:00
