brygada,kierunek,trasa,czas
225,PKP Wołomin,TX-WPW,23:45:00
227,PKP Wołomin,TX-WPW1,24:45:00
226,os.Niepodległości,TP-WON,25:45:00
128,PKP Wołomin,TP-WPW,26:45:00
