brygada,kierunek,trasa,czas
01,PKP Legionowo,TP-LEP,04:04:00
504,PKP Legionowo,TP-LEP-G,05:03:00
505,PKP Legionowo,TP-LEP,05:29:00
713,PKP Legionowo,TP-LEP,05:59:00
01,PKP Legionowo,TP-LEP,06:29:00
500,PKP Legionowo,TP-LEP-U,06:58:00
712,PKP Legionowo,TP-LEP-U,07:33:00
505,PKP Legionowo,TP-LEP,08:03:00
711,PKP Legionowo,TP-LEP-G,08:58:00
01,PKP Legionowo,TP-LEP,09:58:00
505,PKP Legionowo,TP-LEP-G,10:58:00
01,PKP Legionowo,TP-LEP-G,12:58:00
713,PKP Legionowo,TP-LEP,13:28:00
504,PKP Legionowo,TP-LEP-G,14:55:00
01,PKP Legionowo,TP-LEP-H,15:52:00
505,PKP Legionowo,TP-LEP-G,16:56:00
504,PKP Legionowo,TP-LEP,17:56:00
505,PKP Legionowo,TP-LEP,19:52:00
505,PKP Legionowo,TP-LEP,22:30:00
