brygada,kierunek,trasa,czas
1,Małe Siekierki,TP-MLS,23:29:00
2,Małe Siekierki,TP-MLS,23:59:00
1,Małe Siekierki,TP-MLS,24:29:00
2,Małe Siekierki,TP-MLS,24:59:00
1,Małe Siekierki,TP-MLS,25:29:00
2,Małe Siekierki,TP-MLS,25:59:00
1,Małe Siekierki,TP-MLS,26:29:00
2,Małe Siekierki,TP-MLS,26:59:00
1,Małe Siekierki,TP-MLS,27:29:00
2,Małe Siekierki,TP-MLS,27:59:00
1,Małe Siekierki,TP-MLS,28:29:00
2,Małe Siekierki,TX-MLS2,28:59:00
