brygada,kierunek,trasa,czas
6,Siekierki-Sanktuarium,TX-SAN-B,04:48:00
7,Siekierki-Sanktuarium,TX-SAN-B,05:03:00
9,Siekierki-Sanktuarium,TX-SANR,05:18:00
10,Siekierki-Sanktuarium,TO-SAN-R,05:34:00
1,Siekierki-Sanktuarium,TO-SAN,05:54:00
2,Siekierki-Sanktuarium,TO-SAN,06:13:00
3,Siekierki-Sanktuarium,TO-SAN-R,06:30:00
4,Siekierki-Sanktuarium,TO-SAN,06:41:00
5,Siekierki-Sanktuarium,TO-SAN-R,06:53:00
6,Siekierki-Sanktuarium,TO-SAN,07:05:00
015,Siekierki-Sanktuarium,TO-SAN,07:18:00
7,Siekierki-Sanktuarium,TO-SAN-R,07:30:00
8,Siekierki-Sanktuarium,TO-SAN,07:43:00
016,Siekierki-Sanktuarium,TO-SAN,07:54:00
9,Siekierki-Sanktuarium,TO-SAN-R,08:06:00
10,Siekierki-Sanktuarium,TO-SAN,08:18:00
601,Siekierki-Sanktuarium,TO-SAN-R,08:30:00
12,Siekierki-Sanktuarium,TO-SAN,08:42:00
1,Siekierki-Sanktuarium,TO-SAN-R,08:54:00
013,Siekierki-Sanktuarium,TO-SAN,09:06:00
2,Siekierki-Sanktuarium,TO-SAN,09:17:00
3,Siekierki-Sanktuarium,TO-SAN-R,09:28:00
014,Siekierki-Sanktuarium,TO-SAN,09:39:00
4,Siekierki-Sanktuarium,TO-SAN,09:51:00
5,Siekierki-Sanktuarium,TO-SAN-R,10:03:00
6,Siekierki-Sanktuarium,TO-SAN,10:17:00
7,Siekierki-Sanktuarium,TO-SAN-R,10:31:00
8,Siekierki-Sanktuarium,TO-SAN,10:46:00
9,Siekierki-Sanktuarium,TO-SAN,11:01:00
10,Siekierki-Sanktuarium,TO-SAN-R,11:16:00
601,Siekierki-Sanktuarium,TO-SAN,11:31:00
12,Siekierki-Sanktuarium,TO-SAN,11:46:00
1,Siekierki-Sanktuarium,TO-SAN-R,12:01:00
2,Siekierki-Sanktuarium,TO-SAN,12:16:00
3,Siekierki-Sanktuarium,TO-SAN,12:31:00
4,Siekierki-Sanktuarium,TO-SAN-R,12:46:00
5,Siekierki-Sanktuarium,TO-SAN,13:01:00
6,Siekierki-Sanktuarium,TO-SAN,13:16:00
7,Siekierki-Sanktuarium,TO-SAN-R,13:31:00
8,Siekierki-Sanktuarium,TO-SAN,13:46:00
9,Siekierki-Sanktuarium,TO-SAN,14:01:00
10,Siekierki-Sanktuarium,TO-SAN-R,14:16:00
601,Siekierki-Sanktuarium,TO-SAN,14:31:00
12,Siekierki-Sanktuarium,TO-SAN-R,14:46:00
1,Siekierki-Sanktuarium,TO-SAN,15:01:00
2,Siekierki-Sanktuarium,TO-SAN-R,15:17:00
3,Siekierki-Sanktuarium,TO-SAN,15:32:00
4,Siekierki-Sanktuarium,TO-SAN-R,15:48:00
5,Siekierki-Sanktuarium,TO-SAN,16:01:00
016,Siekierki-Sanktuarium,TO-SAN,16:13:00
6,Siekierki-Sanktuarium,TO-SAN-R,16:25:00
7,Siekierki-Sanktuarium,TO-SAN,16:37:00
8,Siekierki-Sanktuarium,TO-SAN-R,16:49:00
017,Siekierki-Sanktuarium,TO-SAN,17:01:00
9,Siekierki-Sanktuarium,TO-SAN-R,17:13:00
10,Siekierki-Sanktuarium,TO-SAN,17:25:00
601,Siekierki-Sanktuarium,TO-SAN,17:37:00
12,Siekierki-Sanktuarium,TO-SAN-R,17:49:00
014,Siekierki-Sanktuarium,TO-SAN,18:01:00
1,Siekierki-Sanktuarium,TO-SAN-R,18:13:00
2,Siekierki-Sanktuarium,TO-SAN,18:25:00
013,Siekierki-Sanktuarium,TO-SAN,18:37:00
3,Siekierki-Sanktuarium,TO-SAN-R,18:48:00
4,Siekierki-Sanktuarium,TO-SAN,19:00:00
5,Siekierki-Sanktuarium,TO-SAN-R,19:11:00
016,Siekierki-Sanktuarium,TO-SAN,19:23:00
6,Siekierki-Sanktuarium,TO-SAN,19:35:00
7,Siekierki-Sanktuarium,TO-SAN,19:47:00
8,Siekierki-Sanktuarium,TO-SAN-R,20:01:00
017,Siekierki-Sanktuarium,TO-SAN,20:16:00
9,Siekierki-Sanktuarium,TO-SAN,20:31:00
601,Siekierki-Sanktuarium,TO-SAN-R,20:46:00
12,Siekierki-Sanktuarium,TO-SAN,21:01:00
1,Siekierki-Sanktuarium,TO-SAN,21:14:00
2,Siekierki-Sanktuarium,TO-SAN,21:28:00
013,Siekierki-Sanktuarium,TO-SAN-R,21:44:00
3,Siekierki-Sanktuarium,TO-SAN,21:59:00
5,Siekierki-Sanktuarium,TO-SAN,22:14:00
016,Siekierki-Sanktuarium,TO-SAN,22:28:00
7,Siekierki-Sanktuarium,TO-SAN-R,22:43:00
8,Siekierki-Sanktuarium,TO-SAN,23:04:00
12,Siekierki-Sanktuarium,TO-SAN-R,23:34:00
