brygada,kierunek,trasa,czas
5,Witolin,TO-OST,05:13:00
8,Witolin,TO-OST,05:43:00
012,Witolin,TO-OST,06:03:00
9,Witolin,TO-OST,06:14:00
10,Witolin,TO-OST,06:24:00
1,Witolin,TO-OST,06:36:00
2,Witolin,TO-OST,06:49:00
3,Witolin,TO-OST,07:01:00
4,Witolin,TO-OST,07:13:00
5,Witolin,TO-OST,07:23:00
011,Witolin,TO-OST,07:33:00
6,Witolin,TO-OST,07:44:00
7,Witolin,TO-OST,07:54:00
8,Witolin,TO-OST,08:05:00
012,Witolin,TO-OST,08:17:00
9,Witolin,TO-OST,08:29:00
10,Witolin,TO-OST,08:41:00
013,Witolin,TX-OST3,08:53:00
1,Witolin,TO-OST,09:05:00
2,Witolin,TO-OST,09:17:00
3,Witolin,TO-OST,09:29:00
4,Witolin,TO-OST,09:40:00
5,Witolin,TO-OST,09:53:00
011,Witolin,TX-OST3,10:08:00
6,Witolin,TO-OST,10:23:00
7,Witolin,TO-OST,10:38:00
8,Witolin,TO-OST,10:52:00
9,Witolin,TO-OST,11:04:00
10,Witolin,TO-OST,11:19:00
1,Witolin,TO-OST,11:34:00
2,Witolin,TO-OST,11:49:00
3,Witolin,TO-OST,12:04:00
4,Witolin,TO-OST,12:19:00
5,Witolin,TO-OST,12:34:00
6,Witolin,TO-OST,12:49:00
7,Witolin,TO-OST,13:04:00
8,Witolin,TO-OST,13:19:00
9,Witolin,TO-OST,13:34:00
10,Witolin,TO-OST,13:49:00
1,Witolin,TO-OST,14:04:00
2,Witolin,TO-OST,14:19:00
012,Witolin,TO-OST,14:34:00
3,Witolin,TO-OST,14:49:00
4,Witolin,TO-OST,15:04:00
5,Witolin,TO-OST,15:19:00
6,Witolin,TO-OST,15:35:00
7,Witolin,TO-OST,15:52:00
8,Witolin,TO-OST,16:07:00
9,Witolin,TO-OST,16:22:00
10,Witolin,TO-OST,16:37:00
1,Witolin,TO-OST,16:52:00
2,Witolin,TO-OST,17:07:00
012,Witolin,TO-OST,17:22:00
3,Witolin,TO-OST,17:37:00
4,Witolin,TO-OST,17:52:00
5,Witolin,TO-OST,18:07:00
6,Witolin,TO-OST,18:22:00
7,Witolin,TO-OST,18:37:00
8,Witolin,TO-OST,18:51:00
9,Witolin,TO-OST,19:06:00
10,Witolin,TO-OST,19:21:00
1,Witolin,TO-OST,19:35:00
2,Witolin,TO-OST,19:48:00
012,Witolin,TO-OST,20:03:00
3,Witolin,TO-OST,20:18:00
4,Witolin,TX-OST3,20:33:00
5,Witolin,TO-OST,20:48:00
6,Witolin,TO-OST,21:03:00
7,Witolin,TX-OST3,21:17:00
8,Witolin,TO-OST,21:31:00
206,Witolin,TO-OST,21:48:00
1,Witolin,TX-OST3,22:08:00
208,Witolin,TO-OST,22:28:00
205,Witolin,TO-OST,22:48:00
3,Witolin,TX-OST3,23:13:00
6,Witolin,TX-OST3,23:43:00
