brygada,kierunek,trasa,czas
3,Chomiczówka,TP-CHO,04:49:00
5,Chomiczówka,TP-CHO,05:04:00
6,Chomiczówka,TP-CHO,05:19:00
8,Chomiczówka,TP-CHO,05:34:00
10,Chomiczówka,TP-CHO,05:49:00
12,Chomiczówka,TP-CHO,06:04:00
13,Chomiczówka,TP-CHO,06:14:00
14,Chomiczówka,TP-CHO,06:24:00
15,Chomiczówka,TP-CHO,06:34:00
16,Chomiczówka,TP-CHO,06:44:00
17,Chomiczówka,TP-CHO,06:54:00
2,Chomiczówka,TP-CHO,07:04:00
3,Chomiczówka,TP-CHO,07:14:00
4,Chomiczówka,TP-CHO,07:24:00
5,Chomiczówka,TP-CHO,07:33:00
6,Chomiczówka,TP-CHO,07:43:00
7,Chomiczówka,TP-CHO,07:53:00
8,Chomiczówka,TP-CHO,08:03:00
9,Chomiczówka,TP-CHO,08:13:00
10,Chomiczówka,TP-CHO,08:23:00
11,Chomiczówka,TP-CHO,08:33:00
12,Chomiczówka,TP-CHO,08:43:00
13,Chomiczówka,TP-CHO,08:53:00
14,Chomiczówka,TP-CHO,09:03:00
15,Chomiczówka,TP-CHO,09:13:00
737,Chomiczówka,TP-CHO,09:23:00
16,Chomiczówka,TP-CHO,09:33:00
17,Chomiczówka,TP-CHO,09:43:00
431,Chomiczówka,TP-CHO,09:53:00
2,Chomiczówka,TP-CHO,10:03:00
3,Chomiczówka,TP-CHO,10:13:00
4,Chomiczówka,TP-CHO,10:23:00
5,Chomiczówka,TP-CHO,10:33:00
6,Chomiczówka,TP-CHO,10:43:00
7,Chomiczówka,TP-CHO,10:53:00
8,Chomiczówka,TP-CHO,11:03:00
9,Chomiczówka,TP-CHO,11:13:00
10,Chomiczówka,TP-CHO,11:23:00
11,Chomiczówka,TP-CHO,11:33:00
12,Chomiczówka,TP-CHO,11:43:00
13,Chomiczówka,TP-CHO,11:53:00
14,Chomiczówka,TP-CHO,12:03:00
15,Chomiczówka,TP-CHO,12:13:00
16,Chomiczówka,TP-CHO,12:23:00
17,Chomiczówka,TP-CHO,12:33:00
431,Chomiczówka,TP-CHO,12:43:00
2,Chomiczówka,TP-CHO,12:53:00
3,Chomiczówka,TP-CHO,13:03:00
4,Chomiczówka,TP-CHO,13:13:00
5,Chomiczówka,TP-CHO,13:23:00
6,Chomiczówka,TP-CHO,13:33:00
7,Chomiczówka,TP-CHO,13:43:00
8,Chomiczówka,TP-CHO,13:53:00
9,Chomiczówka,TP-CHO,14:03:00
10,Chomiczówka,TP-CHO,14:13:00
11,Chomiczówka,TP-CHO,14:23:00
12,Chomiczówka,TP-CHO,14:33:00
13,Chomiczówka,TP-CHO,14:43:00
14,Chomiczówka,TP-CHO,14:53:00
15,Chomiczówka,TP-CHO,15:03:00
16,Chomiczówka,TP-CHO,15:13:00
17,Chomiczówka,TP-CHO,15:23:00
431,Chomiczówka,TP-CHO,15:33:00
2,Chomiczówka,TP-CHO,15:43:00
3,Chomiczówka,TP-CHO,15:53:00
4,Chomiczówka,TP-CHO,16:03:00
5,Chomiczówka,TP-CHO,16:13:00
6,Chomiczówka,TP-CHO,16:23:00
7,Chomiczówka,TP-CHO,16:33:00
8,Chomiczówka,TP-CHO,16:43:00
9,Chomiczówka,TP-CHO,16:53:00
10,Chomiczówka,TP-CHO,17:03:00
11,Chomiczówka,TP-CHO,17:13:00
12,Chomiczówka,TP-CHO,17:23:00
13,Chomiczówka,TP-CHO,17:33:00
14,Chomiczówka,TP-CHO,17:43:00
15,Chomiczówka,TP-CHO,17:53:00
16,Chomiczówka,TP-CHO,18:03:00
17,Chomiczówka,TP-CHO,18:13:00
431,Chomiczówka,TP-CHO,18:23:00
2,Chomiczówka,TP-CHO,18:33:00
433,Chomiczówka,TP-CHO,18:43:00
3,Chomiczówka,TP-CHO,18:53:00
4,Chomiczówka,TP-CHO,19:03:00
5,Chomiczówka,TP-CHO,19:13:00
6,Chomiczówka,TP-CHO,19:23:00
7,Chomiczówka,TP-CHO,19:33:00
8,Chomiczówka,TP-CHO,19:43:00
9,Chomiczówka,TP-CHO,19:53:00
10,Chomiczówka,TP-CHO,20:03:00
11,Chomiczówka,TP-CHO,20:13:00
12,Chomiczówka,TP-CHO,20:23:00
13,Chomiczówka,TP-CHO,20:33:00
14,Chomiczówka,TP-CHO,20:43:00
15,Chomiczówka,TP-CHO,20:53:00
16,Chomiczówka,TP-CHO,21:04:00
17,Chomiczówka,TP-CHO,21:14:00
431,Chomiczówka,TP-CHO,21:24:00
433,Chomiczówka,TP-CHO,21:34:00
4,Chomiczówka,TP-CHO,21:49:00
6,Chomiczówka,TP-CHO,22:04:00
7,Chomiczówka,TP-CHO,22:19:00
10,Chomiczówka,TP-CHO,22:34:00
11,Chomiczówka,TP-CHO,22:49:00
14,Chomiczówka,TP-CHO,23:19:00
