brygada,kierunek,trasa,czas
1,Starostwo,TP-OZM,07:34:00
1,Dziekanów Leśny,TP-DKL,08:06:00
2,Starostwo,TP-OZM,09:04:00
2,Dziekanów Leśny,TP-DKL,09:36:00
1,Starostwo,TP-OZM,11:34:00
1,Dziekanów Leśny,TP-DKL,12:06:00
2,Starostwo,TP-OZM,13:03:00
2,Dziekanów Leśny,TP-DKL,13:36:00
1,Starostwo,TP-OZM,14:33:00
1,Dziekanów Leśny,TP-DKL,15:06:00
2,Starostwo,TP-OZM,15:53:00
2,Dziekanów Leśny,TX-DKL,16:26:00
1,Starostwo,TP-OZM,17:34:00
1,Dziekanów Leśny,TP-DKL,17:56:00
