brygada,kierunek,trasa,czas
4,Koło,TP-KOL,05:09:00
1,Koło,TP-KOL,05:39:00
3,Koło,TP-KOL,06:07:00
4,Koło,TP-KOL,06:35:00
1,Koło,TP-KOL,07:05:00
2,Koło,TP-KOL,07:36:00
3,Koło,TP-KOL,08:08:00
4,Koło,TP-KOL,08:38:00
1,Koło,TP-KOL,09:09:00
2,Koło,TP-KOL,09:39:00
3,Koło,TP-KOL,10:10:00
4,Koło,TP-KOL,10:40:00
1,Koło,TP-KOL,11:10:00
2,Koło,TP-KOL,11:40:00
3,Koło,TP-KOL,12:10:00
4,Koło,TP-KOL,12:40:00
1,Koło,TP-KOL,13:10:00
2,Koło,TP-KOL,13:40:00
3,Koło,TP-KOL,14:10:00
4,Koło,TP-KOL,14:37:00
1,Koło,TP-KOL,15:05:00
2,Koło,TP-KOL,15:35:00
3,Koło,TP-KOL,16:05:00
4,Koło,TP-KOL,16:35:00
1,Koło,TP-KOL,17:05:00
2,Koło,TP-KOL,17:35:00
3,Koło,TP-KOL,18:06:00
4,Koło,TP-KOL,18:36:00
1,Koło,TP-KOL,19:06:00
2,Koło,TP-KOL,19:36:00
3,Koło,TP-KOL,20:06:00
4,Koło,TP-KOL,20:36:00
