brygada,kierunek,trasa,czas
011,Winnica,TP-WIN,04:35:00
2,Winnica,TP-WIN,04:55:00
012,Winnica,TP-WIN,05:05:00
011,Winnica,TP-WIN,05:15:00
8,Winnica,TP-WIN,05:25:00
4,Winnica,TP-WIN,05:35:00
2,Winnica,TP-WIN,05:45:00
7,Winnica,TX-11WIN,05:55:00
011,Winnica,TP-WIN,06:02:00
8,Winnica,TP-WIN,06:08:00
012,Winnica,TX-11WIN,06:14:00
4,Winnica,TP-WIN,06:20:00
6,Winnica,TP-WIN,06:26:00
1,Winnica,TX-11WIN,06:32:00
7,Winnica,TP-WIN,06:38:00
2,Winnica,TX-11WIN,06:44:00
021,Tarchomin Kościelny,TX-TAK,06:47:00
8,Winnica,TP-WIN,06:50:00
012,Winnica,TP-WIN,06:56:00
022,Tarchomin Kościelny,TX-TAK,06:59:00
3,Winnica,TP-WIN,07:01:00
011,Winnica,TX-11WIN,07:05:00
023,Tarchomin Kościelny,TX-TAK,07:07:00
6,Winnica,TP-WIN,07:09:00
1,Winnica,TP-WIN,07:13:00
024,Tarchomin Kościelny,TX-TAK,07:15:00
9,Winnica,TP-WIN,07:17:00
4,Winnica,TX-11WIN,07:21:00
021,Tarchomin Kościelny,TX-TAK,07:23:00
2,Winnica,TP-WIN,07:25:00
5,Winnica,TP-WIN,07:29:00
022,Tarchomin Kościelny,TX-TAK,07:31:00
7,Winnica,TX-11WIN,07:33:00
012,Winnica,TP-WIN,07:37:00
023,Tarchomin Kościelny,TX-TAK,07:39:00
10,Winnica,TP-WIN,07:41:00
8,Winnica,TX-11WIN,07:45:00
024,Tarchomin Kościelny,TX-TAK,07:47:00
011,Winnica,TP-WIN,07:49:00
3,Winnica,TX-11WIN,07:53:00
021,Tarchomin Kościelny,TX-TAK,07:55:00
1,Winnica,TP-WIN,07:57:00
9,Winnica,TP-WIN,08:01:00
022,Tarchomin Kościelny,TX-TAK,08:03:00
4,Winnica,TP-WIN,08:05:00
6,Winnica,TX-11WIN,08:09:00
023,Tarchomin Kościelny,TX-TAK,08:11:00
5,Winnica,TP-WIN,08:13:00
7,Winnica,TP-WIN,08:17:00
024,Tarchomin Kościelny,TX-TAK,08:19:00
2,Winnica,TX-11WIN,08:25:00
8,Winnica,TP-WIN,08:29:00
3,Winnica,TP-WIN,08:37:00
10,Winnica,TX-11WIN,08:41:00
4,Winnica,TP-WIN,08:49:00
6,Winnica,TP-WIN,08:53:00
1,Winnica,TX-11WIN,08:57:00
7,Winnica,TP-WIN,09:02:00
2,Winnica,TP-WIN,09:08:00
9,Winnica,TX-11WIN,09:14:00
3,Winnica,TP-WIN,09:20:00
10,Winnica,TP-WIN,09:26:00
5,Winnica,TX-11WIN,09:32:00
6,Winnica,TP-WIN,09:38:00
1,Winnica,TP-WIN,09:44:00
8,Winnica,TX-11WIN,09:50:00
2,Winnica,TP-WIN,09:56:00
9,Winnica,TP-WIN,10:02:00
4,Winnica,TX-11WIN,10:08:00
10,Winnica,TP-WIN,10:14:00
5,Winnica,TP-WIN,10:20:00
7,Winnica,TX-11WIN,10:26:00
1,Winnica,TP-WIN,10:32:00
8,Winnica,TP-WIN,10:38:00
3,Winnica,TX-11WIN,10:44:00
9,Winnica,TP-WIN,10:50:00
4,Winnica,TP-WIN,10:56:00
6,Winnica,TX-11WIN,11:02:00
