brygada,kierunek,trasa,czas
1,Metro Wilanowska,TP-WIL,05:21:00
3,Metro Wilanowska,TP-WIL,05:51:00
4,Metro Wilanowska,TP-WIL,06:10:00
5,Metro Wilanowska,TP-WIL,06:31:00
399,Metro Wilanowska,TP-WIL,06:51:00
1,Metro Wilanowska,TP-WIL,07:10:00
2,Metro Wilanowska,TP-WIL,07:29:00
3,Metro Wilanowska,TP-WIL,07:50:00
4,Metro Wilanowska,TP-WIL,08:10:00
5,Metro Wilanowska,TP-WIL,08:30:00
399,Metro Wilanowska,TP-WIL,08:50:00
1,Metro Wilanowska,TP-WIL,09:09:00
2,Metro Wilanowska,TP-WIL,09:29:00
3,Metro Wilanowska,TP-WIL,09:49:00
4,Metro Wilanowska,TP-WIL,10:09:00
5,Metro Wilanowska,TP-WIL,10:29:00
399,Metro Wilanowska,TP-WIL,10:49:00
1,Metro Wilanowska,TP-WIL,11:09:00
2,Metro Wilanowska,TP-WIL,11:29:00
3,Metro Wilanowska,TP-WIL,11:49:00
4,Metro Wilanowska,TP-WIL,12:09:00
5,Metro Wilanowska,TP-WIL,12:29:00
399,Metro Wilanowska,TP-WIL,12:49:00
1,Metro Wilanowska,TP-WIL,13:09:00
2,Metro Wilanowska,TP-WIL,13:29:00
3,Metro Wilanowska,TP-WIL,13:49:00
4,Metro Wilanowska,TP-WIL,14:09:00
5,Metro Wilanowska,TP-WIL,14:29:00
399,Metro Wilanowska,TP-WIL,14:49:00
1,Metro Wilanowska,TP-WIL,15:09:00
2,Metro Wilanowska,TP-WIL,15:29:00
3,Metro Wilanowska,TP-WIL,15:49:00
4,Metro Wilanowska,TP-WIL,16:09:00
5,Metro Wilanowska,TP-WIL,16:29:00
399,Metro Wilanowska,TP-WIL,16:49:00
1,Metro Wilanowska,TP-WIL,17:09:00
2,Metro Wilanowska,TP-WIL,17:29:00
3,Metro Wilanowska,TP-WIL,17:49:00
4,Metro Wilanowska,TP-WIL,18:09:00
5,Metro Wilanowska,TP-WIL,18:29:00
399,Metro Wilanowska,TP-WIL,18:49:00
1,Metro Wilanowska,TP-WIL,19:09:00
2,Metro Wilanowska,TP-WIL,19:29:00
3,Metro Wilanowska,TP-WIL,19:49:00
4,Metro Wilanowska,TP-WIL,20:10:00
5,Metro Wilanowska,TP-WIL,20:30:00
399,Metro Wilanowska,TP-WIL,20:50:00
1,Metro Wilanowska,TX-WIL02,21:11:00
2,Metro Wilanowska,TP-WIL,21:31:00
3,Metro Wilanowska,TP-WIL,21:51:00
5,Metro Wilanowska,TP-WIL,22:21:00
399,Metro Wilanowska,TX-WIL02,22:51:00
2,Metro Wilanowska,TP-WIL,23:21:00
3,Metro Wilanowska,TX-WIL02,23:51:00
5,Metro Wilanowska,TX-WIL02,24:21:00
2,Metro Wilanowska,TX-WIL02,24:51:00
