brygada,kierunek,trasa,czas
2,Orla,TP-ORL,04:20:00
1,Orla,TP-ORL,05:10:00
2,Orla,TP-ORL-R,05:50:00
1,Orla,TP-ORL,06:30:00
03,Orla,TP-ORL-R,07:05:00
2,Orla,TP-ORL,07:35:00
1,Orla,TP-ORL-R,08:05:00
03,Orla,TP-ORL,08:35:00
2,Orla,TP-ORL-R,09:25:00
1,Orla,TP-ORL-R,10:25:00
2,Orla,TP-ORL-R,11:25:00
1,Orla,TP-ORL,12:25:00
2,Orla,TP-ORL-R,13:25:00
1,Orla,TP-ORL-R,14:05:00
03,Orla,TP-ORL,14:35:00
2,Orla,TP-ORL,15:05:00
1,Orla,TP-ORL,15:35:00
03,Orla,TX-ORL-R,16:05:00
2,Orla,TP-ORL,16:35:00
1,Orla,TP-ORL-R,17:25:00
2,Orla,TP-ORL,18:25:00
2,Orla,TP-ORL,19:45:00
2,Orla,TP-ORL,21:20:00
2,Orla,TP-ORL,22:50:00
