brygada,kierunek,trasa,czas
1,Winnica,TP-WIN,04:49:00
3,Winnica,TP-WIN,05:08:00
016,Winnica,TP-WIN,05:28:00
6,Winnica,TP-WIN,05:43:00
7,Winnica,TP-WIN,05:55:00
017,Winnica,TP-WIN,06:07:00
9,Winnica,TP-WIN,06:19:00
018,Winnica,TP-WIN,06:31:00
11,Winnica,TP-WIN,06:41:00
019,Winnica,TP-WIN,06:49:00
12,Winnica,TP-WIN,06:57:00
13,Winnica,TP-WIN,07:05:00
020,Winnica,TP-WIN,07:13:00
14,Winnica,TP-WIN,07:21:00
1,Winnica,TP-WIN,07:29:00
2,Winnica,TP-WIN,07:37:00
015,Winnica,TP-WIN,07:45:00
3,Winnica,TP-WIN,07:53:00
4,Winnica,TP-WIN,08:01:00
016,Winnica,TP-WIN,08:09:00
5,Winnica,TP-WIN,08:17:00
6,Winnica,TP-WIN,08:25:00
7,Winnica,TP-WIN,08:33:00
8,Winnica,TP-WIN,08:43:00
017,ZET ŻOLIBORZ,TZ-SLU4,08:47:00
9,Winnica,TP-WIN,08:55:00
10,Winnica,TP-WIN,09:07:00
018,ZET MOKOTÓW,TZ-SLU3,09:10:00
11,Winnica,TP-WIN,09:19:00
019,ZET MOKOTÓW,TZ-SLU3,09:21:00
12,Winnica,TP-WIN,09:31:00
13,Winnica,TP-WIN,09:43:00
020,ZET MOKOTÓW,TZ-SLU3,09:45:00
14,Winnica,TP-WIN,09:55:00
1,Winnica,TP-WIN,10:07:00
2,Winnica,TP-WIN,10:19:00
3,Winnica,TP-WIN,10:31:00
4,Winnica,TP-WIN,10:43:00
5,Winnica,TP-WIN,10:55:00
6,Winnica,TP-WIN,11:07:00
7,Winnica,TP-WIN,11:19:00
8,Winnica,TP-WIN,11:31:00
9,Winnica,TP-WIN,11:43:00
10,Winnica,TP-WIN,11:55:00
11,Winnica,TP-WIN,12:07:00
12,Winnica,TP-WIN,12:19:00
13,Winnica,TP-WIN,12:31:00
14,Winnica,TP-WIN,12:43:00
1,Winnica,TP-WIN,12:55:00
2,Winnica,TP-WIN,13:07:00
3,Winnica,TP-WIN,13:19:00
4,Winnica,TP-WIN,13:31:00
5,Winnica,TP-WIN,13:43:00
6,Winnica,TP-WIN,13:55:00
7,Winnica,TP-WIN,14:07:00
8,Winnica,TP-WIN,14:17:00
9,Winnica,TP-WIN,14:25:00
017,Winnica,TP-WIN,14:33:00
10,Winnica,TP-WIN,14:41:00
018,Winnica,TP-WIN,14:49:00
11,Winnica,TP-WIN,14:57:00
12,Winnica,TP-WIN,15:05:00
019,Winnica,TP-WIN,15:13:00
13,Winnica,TP-WIN,15:21:00
14,Winnica,TP-WIN,15:29:00
020,Winnica,TP-WIN,15:37:00
1,Winnica,TP-WIN,15:45:00
2,Winnica,TP-WIN,15:53:00
3,Winnica,TP-WIN,16:01:00
4,Winnica,TP-WIN,16:09:00
015,Winnica,TP-WIN,16:17:00
5,Winnica,TP-WIN,16:25:00
6,Winnica,TP-WIN,16:33:00
016,Winnica,TP-WIN,16:41:00
7,Winnica,TP-WIN,16:49:00
8,Winnica,TP-WIN,16:57:00
9,Winnica,TP-WIN,17:05:00
017,Winnica,TP-WIN,17:13:00
10,Winnica,TP-WIN,17:21:00
018,Winnica,TP-WIN,17:29:00
11,Winnica,TP-WIN,17:37:00
12,Winnica,TP-WIN,17:45:00
019,Winnica,TP-WIN,17:53:00
13,Winnica,TP-WIN,18:01:00
14,Winnica,TP-WIN,18:09:00
1,Winnica,TP-WIN,18:19:00
2,Winnica,TP-WIN,18:31:00
4,Winnica,TP-WIN,18:43:00
015,Winnica,TP-WIN,18:55:00
5,Winnica,TP-WIN,19:07:00
016,Winnica,TP-WIN,19:19:00
7,Winnica,TP-WIN,19:31:00
9,Winnica,TP-WIN,19:43:00
017,Winnica,TP-WIN,19:55:00
018,Winnica,TP-WIN,20:08:00
11,Winnica,TP-WIN,20:28:00
019,ZET MOKOTÓW,TZ-SLU3,20:31:00
13,Winnica,TP-WIN,20:48:00
14,ZET MOKOTÓW,TZ-SLU3,20:51:00
1,Winnica,TP-WIN,21:08:00
2,Winnica,TP-WIN,21:28:00
4,ZET MOKOTÓW,TZ-SLU3,21:31:00
5,Winnica,TP-WIN,21:48:00
7,Winnica,TP-WIN,22:08:00
9,Winnica,TP-WIN,22:30:00
017,Winnica,TP-WIN,22:50:00
11,ZET ŻOLIBORZ,TZ-SLU4,23:11:00
13,ZET MOKOTÓW,TZ-SLU3,23:31:00
1,ZET MOKOTÓW,TZ-SLU3,23:51:00
