brygada,kierunek,trasa,czas
01,PKP Legionowo,TP-LEP,04:24:00
504,PKP Legionowo,TP-LEP-G,05:23:00
505,PKP Legionowo,TP-LEP,05:49:00
713,PKP Legionowo,TP-LEP,06:19:00
01,PKP Legionowo,TP-LEP,06:49:00
500,PKP Legionowo,TP-LEP-U,07:18:00
712,PKP Legionowo,TP-LEP-U,07:53:00
505,PKP Legionowo,TP-LEP,08:23:00
711,PKP Legionowo,TP-LEP-G,09:18:00
01,PKP Legionowo,TP-LEP,10:18:00
505,PKP Legionowo,TP-LEP-G,11:18:00
01,PKP Legionowo,TP-LEP-G,13:18:00
713,PKP Legionowo,TP-LEP,13:48:00
504,PKP Legionowo,TP-LEP-G,15:15:00
01,PKP Legionowo,TP-LEP-H,16:12:00
505,PKP Legionowo,TP-LEP-G,17:16:00
504,PKP Legionowo,TP-LEP,18:16:00
505,PKP Legionowo,TP-LEP,20:12:00
505,PKP Legionowo,TP-LEP,22:50:00
