brygada,kierunek,trasa,czas
4,Gilarska,TP-GIL,05:10:00
1,Gilarska,TP-GIL,05:25:00
2,Gilarska,TP-GIL,05:40:00
3,Gilarska,TP-GIL,05:53:00
4,Gilarska,TP-GIL,06:07:00
5,Gilarska,TP-GIL,06:22:00
1,Gilarska,TP-GIL,06:37:00
2,Gilarska,TP-GIL,06:52:00
3,Gilarska,TP-GIL,07:07:00
4,Gilarska,TP-GIL,07:22:00
5,Gilarska,TP-GIL,07:37:00
1,Gilarska,TP-GIL,07:52:00
2,Gilarska,TP-GIL,08:07:00
3,Gilarska,TP-GIL,08:22:00
4,Gilarska,TP-GIL,08:37:00
5,Gilarska,TP-GIL,08:52:00
1,Gilarska,TP-GIL,09:07:00
2,Gilarska,TP-GIL,09:22:00
3,Gilarska,TP-GIL,09:37:00
4,Gilarska,TP-GIL,09:52:00
5,Gilarska,TP-GIL,10:07:00
1,Gilarska,TP-GIL,10:22:00
2,Gilarska,TP-GIL,10:37:00
3,Gilarska,TP-GIL,10:52:00
4,Gilarska,TP-GIL,11:07:00
5,Gilarska,TP-GIL,11:22:00
1,Gilarska,TP-GIL,11:37:00
2,Gilarska,TP-GIL,11:52:00
3,Gilarska,TP-GIL,12:07:00
4,Gilarska,TP-GIL,12:22:00
5,Gilarska,TP-GIL,12:37:00
1,Gilarska,TP-GIL,12:52:00
2,Gilarska,TP-GIL,13:07:00
3,Gilarska,TP-GIL,13:22:00
4,Gilarska,TP-GIL,13:37:00
5,Gilarska,TP-GIL,13:52:00
1,Gilarska,TP-GIL,14:07:00
2,Gilarska,TP-GIL,14:22:00
3,Gilarska,TP-GIL,14:37:00
4,Gilarska,TP-GIL,14:52:00
5,Gilarska,TP-GIL,15:07:00
1,Gilarska,TP-GIL,15:22:00
2,Gilarska,TP-GIL,15:37:00
3,Gilarska,TP-GIL,15:52:00
4,Gilarska,TP-GIL,16:07:00
5,Gilarska,TP-GIL,16:22:00
1,Gilarska,TP-GIL,16:37:00
2,Gilarska,TP-GIL,16:52:00
3,Gilarska,TP-GIL,17:07:00
4,Gilarska,TP-GIL,17:22:00
5,Gilarska,TP-GIL,17:37:00
1,Gilarska,TP-GIL,17:52:00
2,Gilarska,TP-GIL,18:07:00
3,Gilarska,TP-GIL,18:22:00
4,Gilarska,TP-GIL,18:37:00
5,Gilarska,TP-GIL,18:52:00
1,Gilarska,TP-GIL,19:07:00
2,Gilarska,TP-GIL,19:22:00
3,Gilarska,TP-GIL,19:37:00
4,Gilarska,TP-GIL,19:52:00
5,Gilarska,TP-GIL,20:07:00
1,Gilarska,TP-GIL,20:22:00
2,Gilarska,TP-GIL,20:37:00
3,Gilarska,TP-GIL,20:52:00
4,Gilarska,TP-GIL,21:08:00
5,Gilarska,TP-GIL,21:23:00
1,Gilarska,TP-GIL,21:38:00
2,Gilarska,TP-GIL,21:53:00
3,Gilarska,TP-GIL,22:10:00
5,Gilarska,TP-GIL,22:40:00
3,Gilarska,TP-GIL,23:10:00
5,Gilarska,TP-GIL,23:40:00
